name;level_code;location_code;level;level_name
Ward No-02;02;100409994702;6;rural_ward
Ward No-03;03;100409994703;6;rural_ward
Ward No-04;04;100409994704;6;rural_ward
Ward No-05;05;100409994705;6;rural_ward
Ward No-06;06;100409994706;6;rural_ward
Ward No-07;07;100409994707;6;rural_ward
Ward No-08;08;100409994708;6;rural_ward
Ward No-09;09;100409994709;6;rural_ward
Gulisakhali;63;1004099963;5;union_or_urban_ward
Ward No-01;01;100409996301;6;rural_ward
Ward No-02;02;100409996302;6;rural_ward
Ward No-03;03;100409996303;6;rural_ward
Ward No-04;04;100409996304;6;rural_ward
Ward No-05;05;100409996305;6;rural_ward
Ward No-06;06;100409996306;6;rural_ward
Ward No-07;07;100409996307;6;rural_ward
Ward No-08;08;100409996308;6;rural_ward
Ward No-09;09;100409996309;6;rural_ward
Haldia;71;1004099971;5;union_or_urban_ward
Ward No-01;01;100409997101;6;rural_ward
Ward No-02;02;100409997102;6;rural_ward
Ward No-03;03;100409997103;6;rural_ward
Ward No-04;04;100409997104;6;rural_ward
Ward No-05;05;100409997105;6;rural_ward
Ward No-06;06;100409997106;6;rural_ward
Ward No-07;07;100409997107;6;rural_ward
Ward No-08;08;100409997108;6;rural_ward
Ward No-09;09;100409997109;6;rural_ward
Kukua;87;1004099987;5;union_or_urban_ward
Ward No-01;01;100409998701;6;rural_ward
Ward No-02;02;100409998702;6;rural_ward
Ward No-03;03;100409998703;6;rural_ward
Ward No-04;04;100409998704;6;rural_ward
Ward No-05;05;100409998705;6;rural_ward
Ward No-06;06;100409998706;6;rural_ward
Ward No-07;07;100409998707;6;rural_ward
Ward No-08;08;100409998708;6;rural_ward
Ward No-09;09;100409998709;6;rural_ward
Bamna;19;100419;3;upazila
Unions Of Bamna Upazila;99;10041999;4;paurasava_or_city_corp
Bamna;23;1004199923;5;union_or_urban_ward
Ward No-01;01;100419992301;6;rural_ward
Ward No-02;02;100419992302;6;rural_ward
Ward No-03;03;100419992303;6;rural_ward
Ward No-04;04;100419992304;6;rural_ward
Ward No-05;05;100419992305;6;rural_ward
Ward No-06;06;100419992306;6;rural_ward
Ward No-07;07;100419992307;6;rural_ward
Ward No-08;08;100419992308;6;rural_ward
Ward No-09;09;100419992309;6;rural_ward
Bukabunia;47;1004199947;5;union_or_urban_ward
Ward No-01;01;100419994701;6;rural_ward
Ward No-02;02;100419994702;6;rural_ward
Ward No-03;03;100419994703;6;rural_ward
Ward No-04;04;100419994704;6;rural_ward
Ward No-05;05;100419994705;6;rural_ward
Ward No-06;06;100419994706;6;rural_ward
Ward No-07;07;100419994707;6;rural_ward
Ward No-08;08;100419994708;6;rural_ward
Ward No-09;09;100419994709;6;rural_ward
Dauatala;71;1004199971;5;union_or_urban_ward
Ward No-01;01;100419997101;6;rural_ward
Ward No-02;02;100419997102;6;rural_ward
Ward No-03;03;100419997103;6;rural_ward
Ward No-04;04;100419997104;6;rural_ward
Ward No-05;05;100419997105;6;rural_ward
Ward No-06;06;100419997106;6;rural_ward
Ward No-07;07;100419997107;6;rural_ward
Ward No-08;08;100419997108;6;rural_ward
Ward No-09;09;100419997109;6;rural_ward
Ramna;95;1004199995;5;union_or_urban_ward
Ward No-01;01;100419999501;6;rural_ward
Ward No-02;02;100419999502;6;rural_ward
Ward No-03;03;100419999503;6;rural_ward
Ward No-04;04;100419999504;6;rural_ward
Ward No-05;05;100419999505;6;rural_ward
Ward No-06;06;100419999506;6;rural_ward
Ward No-07;07;100419999507;6;rural_ward
Ward No-08;08;100419999508;6;rural_ward
Ward No-09;09;100419999509;6;rural_ward
Barguna Sadar;28;100428;3;upazila
Barguna Paurasava;40;10042840;4;paurasava_or_city_corp
Urban Ward No-01;01;1004284001;5;union_or_urban_ward
Urban Ward No-02;02;1004284002;5;union_or_urban_ward
Urban Ward No-03;03;1004284003;5;union_or_urban_ward
Urban Ward No-04;04;1004284004;5;union_or_urban_ward
Urban Ward No-05;05;1004284005;5;union_or_urban_ward
Urban Ward No-06;06;1004284006;5;union_or_urban_ward
Urban Ward No-07;07;1004284007;5;union_or_urban_ward
Urban Ward No-08;08;1004284008;5;union_or_urban_ward
Urban Ward No-09;09;1004284009;5;union_or_urban_ward
Unions Of Barguna Sadar Upazila;99;10042899;4;paurasava_or_city_corp
Ayla Patakata;17;1004289917;5;union_or_urban_ward
Ward No-01;01;100428991701;6;rural_ward
Ward No-02;02;100428991702;6;rural_ward
Ward No-03;03;100428991703;6;rural_ward
Ward No-04;04;100428991704;6;rural_ward
Ward No-05;05;100428991705;6;rural_ward
Ward No-06;06;100428991706;6;rural_ward
Ward No-07;07;100428991707;6;rural_ward
Ward No-08;08;100428991708;6;rural_ward
Ward No-09;09;100428991709;6;rural_ward
Badarkhali;19;1004289919;5;union_or_urban_ward
Ward No-01;01;100428991901;6;rural_ward
Ward No-02;02;100428991902;6;rural_ward
Ward No-03;03;100428991903;6;rural_ward
Ward No-04;04;100428991904;6;rural_ward
Ward No-05;05;100428991905;6;rural_ward
Ward No-06;06;100428991906;6;rural_ward
Ward No-07;07;100428991907;6;rural_ward
Ward No-08;08;100428991908;6;rural_ward
Ward No-09;09;100428991909;6;rural_ward
Barguna;28;1004289928;5;union_or_urban_ward
Ward No-01;01;100428992801;6;rural_ward
Ward No-02;02;100428992802;6;rural_ward
Ward No-03;03;100428992803;6;rural_ward
Ward No-04;04;100428992804;6;rural_ward
Ward No-05;05;100428992805;6;rural_ward
Ward No-06;06;100428992806;6;rural_ward
Ward No-07;07;100428992807;6;rural_ward
Ward No-08;08;100428992808;6;rural_ward
Ward No-09;09;100428992809;6;rural_ward
Burir Char;38;1004289938;5;union_or_urban_ward
Ward No-01;01;100428993801;6;rural_ward
Ward No-02;02;100428993802;6;rural_ward
Ward No-03;03;100428993803;6;rural_ward
Ward No-04;04;100428993804;6;rural_ward
Ward No-05;05;100428993805;6;rural_ward
Ward No-06;06;100428993806;6;rural_ward
Ward No-07;07;100428993807;6;rural_ward
Ward No-08;08;100428993808;6;rural_ward
Ward No-09;09;100428993809;6;rural_ward
Dhalua;47;1004289947;5;union_or_urban_ward
Ward No-01;01;100428994701;6;rural_ward
Ward No-02;02;100428994702;6;rural_ward
Ward No-03;03;100428994703;6;rural_ward
Ward No-04;04;100428994704;6;rural_ward
Ward No-05;05;100428994705;6;rural_ward
Ward No-06;06;100428994706;6;rural_ward
Ward No-07;07;100428994707;6;rural_ward
Ward No-08;08;100428994708;6;rural_ward
Ward No-09;09;100428994709;6;rural_ward
Phuljhury;57;1004289957;5;union_or_urban_ward
Ward No-01;01;100428995701;6;rural_ward
Ward No-02;02;100428995702;6;rural_ward
Ward No-03;03;100428995703;6;rural_ward
Ward No-04;04;100428995704;6;rural_ward
Ward No-05;05;100428995705;6;rural_ward
Ward No-06;06;100428995706;6;rural_ward
Ward No-07;07;100428995707;6;rural_ward
Ward No-08;08;100428995708;6;rural_ward
Ward No-09;09;100428995709;6;rural_ward
Gaurichanna;66;1004289966;5;union_or_urban_ward
Ward No-01;01;100428996601;6;rural_ward
Ward No-02;02;100428996602;6;rural_ward
Ward No-03;03;100428996603;6;rural_ward
Ward No-04;04;100428996604;6;rural_ward
Ward No-05;05;100428996605;6;rural_ward
Ward No-06;06;100428996606;6;rural_ward
Ward No-07;07;100428996607;6;rural_ward
Ward No-08;08;100428996608;6;rural_ward
Ward No-09;09;100428996609;6;rural_ward
Keorabunia;76;1004289976;5;union_or_urban_ward
Ward No-01;01;100428997601;6;rural_ward
Ward No-02;02;100428997602;6;rural_ward
Ward No-03;03;100428997603;6;rural_ward
Ward No-04;04;100428997604;6;rural_ward
Ward No-05;05;100428997605;6;rural_ward
Ward No-06;06;100428997606;6;rural_ward
Ward No-07;07;100428997607;6;rural_ward
Ward No-08;08;100428997608;6;rural_ward
Ward No-09;09;100428997609;6;rural_ward
M.baliatali;85;1004289985;5;union_or_urban_ward
Ward No-01;01;100428998501;6;rural_ward
Ward No-02;02;100428998502;6;rural_ward
Ward No-03;03;100428998503;6;rural_ward
Ward No-04;04;100428998504;6;rural_ward
Ward No-05;05;100428998505;6;rural_ward
Ward No-06;06;100428998506;6;rural_ward
Ward No-07;07;100428998507;6;rural_ward
Ward No-08;08;100428998508;6;rural_ward
Ward No-09;09;100428998509;6;rural_ward
Naltona;95;1004289995;5;union_or_urban_ward
Ward No-01;01;100428999501;6;rural_ward
Ward No-02;02;100428999502;6;rural_ward
Ward No-03;03;100428999503;6;rural_ward
Ward No-04;04;100428999504;6;rural_ward
Ward No-05;05;100428999505;6;rural_ward
Ward No-06;06;100428999506;6;rural_ward
Ward No-07;07;100428999507;6;rural_ward
Ward No-08;08;100428999508;6;rural_ward
Ward No-09;09;100428999509;6;rural_ward
Betagi;47;100447;3;upazila
Betagi Paurasava;60;10044760;4;paurasava_or_city_corp
Urban Ward No-01;01;1004476001;5;union_or_urban_ward
Urban Ward No-02;02;1004476002;5;union_or_urban_ward
Urban Ward No-03;03;1004476003;5;union_or_urban_ward
Urban Ward No-04;04;1004476004;5;union_or_urban_ward
Urban Ward No-05;05;1004476005;5;union_or_urban_ward
Urban Ward No-06;06;1004476006;5;union_or_urban_ward
Urban Ward No-07;07;1004476007;5;union_or_urban_ward
Urban Ward No-08;08;1004476008;5;union_or_urban_ward
Urban Ward No-09;09;1004476009;5;union_or_urban_ward
Unions Of Betagi Upazila;99;10044799;4;paurasava_or_city_corp
Betagi;11;1004479911;5;union_or_urban_ward
Ward No-01;01;100447991101;6;rural_ward
Ward No-02;02;100447991102;6;rural_ward
Ward No-03;03;100447991103;6;rural_ward
Ward No-04;04;100447991104;6;rural_ward
Ward No-05;05;100447991105;6;rural_ward
Ward No-06;06;100447991106;6;rural_ward
Ward No-07;07;100447991107;6;rural_ward
Ward No-08;08;100447991108;6;rural_ward
Ward No-09;09;100447991109;6;rural_ward
Bibichini;23;1004479923;5;union_or_urban_ward
Ward No-01;01;100447992301;6;rural_ward
Ward No-02;02;100447992302;6;rural_ward
Ward No-03;03;100447992303;6;rural_ward
Ward No-04;04;100447992304;6;rural_ward
Ward No-05;05;100447992305;6;rural_ward
Ward No-06;06;100447992306;6;rural_ward
Ward No-07;07;100447992307;6;rural_ward
Ward No-08;08;100447992308;6;rural_ward
Ward No-09;09;100447992309;6;rural_ward
Bura Mazumdar;35;1004479935;5;union_or_urban_ward
Ward No-01;01;100447993501;6;rural_ward
Ward No-02;02;100447993502;6;rural_ward
Ward No-03;03;100447993503;6;rural_ward
Ward No-04;04;100447993504;6;rural_ward
Ward No-05;05;100447993505;6;rural_ward
Ward No-06;06;100447993506;6;rural_ward
Ward No-07;07;100447993507;6;rural_ward
Ward No-08;08;100447993508;6;rural_ward
Ward No-09;09;100447993509;6;rural_ward
Hosnabad;47;1004479947;5;union_or_urban_ward
Ward No-01;01;100447994701;6;rural_ward
Ward No-02;02;100447994702;6;rural_ward
Ward No-03;03;100447994703;6;rural_ward
Ward No-04;04;100447994704;6;rural_ward
Ward No-05;05;100447994705;6;rural_ward
Ward No-06;06;100447994706;6;rural_ward
Ward No-07;07;100447994707;6;rural_ward
Ward No-08;08;100447994708;6;rural_ward
Ward No-09;09;100447994709;6;rural_ward
Kazirabad;59;1004479959;5;union_or_urban_ward
Ward No-01;01;100447995901;6;rural_ward
Ward No-02;02;100447995902;6;rural_ward
Ward No-03;03;100447995903;6;rural_ward
Ward No-04;04;100447995904;6;rural_ward
Ward No-05;05;100447995905;6;rural_ward
Ward No-06;06;100447995906;6;rural_ward
Ward No-07;07;100447995907;6;rural_ward
Ward No-08;08;100447995908;6;rural_ward
Ward No-09;09;100447995909;6;rural_ward
Mokamia;71;1004479971;5;union_or_urban_ward
Ward No-01;01;100447997101;6;rural_ward
Ward No-02;02;100447997102;6;rural_ward
Ward No-03;03;100447997103;6;rural_ward
Ward No-04;04;100447997104;6;rural_ward
Ward No-05;05;100447997105;6;rural_ward
Ward No-06;06;100447997106;6;rural_ward
Ward No-07;07;100447997107;6;rural_ward
Ward No-08;08;100447997108;6;rural_ward
Ward No-09;09;100447997109;6;rural_ward
Sarishamuri;83;1004479983;5;union_or_urban_ward
Ward No-01;01;100447998301;6;rural_ward
Ward No-02;02;100447998302;6;rural_ward
Ward No-03;03;100447998303;6;rural_ward
Ward No-04;04;100447998304;6;rural_ward
Ward No-05;05;100447998305;6;rural_ward
Ward No-06;06;100447998306;6;rural_ward
Ward No-07;07;100447998307;6;rural_ward
Ward No-08;08;100447998308;6;rural_ward
Ward No-09;09;100447998309;6;rural_ward
Patharghata;85;100485;3;upazila
Patharghata Paurasava;80;10048580;4;paurasava_or_city_corp
Urban Ward No-01;01;1004858001;5;union_or_urban_ward
Urban Ward No-02;02;1004858002;5;union_or_urban_ward
Urban Ward No-03;03;1004858003;5;union_or_urban_ward
Urban Ward No-04;04;1004858004;5;union_or_urban_ward
Urban Ward No-05;05;1004858005;5;union_or_urban_ward
Urban Ward No-06;06;1004858006;5;union_or_urban_ward
Urban Ward No-07;07;1004858007;5;union_or_urban_ward
Urban Ward No-08;08;1004858008;5;union_or_urban_ward
Urban Ward No-09;09;1004858009;5;union_or_urban_ward
Unions Of Patharghata Upazila;99;10048599;4;paurasava_or_city_corp
Char Duani;11;1004859911;5;union_or_urban_ward
Ward No-01;01;100485991101;6;rural_ward
Ward No-02;02;100485991102;6;rural_ward
Ward No-03;03;100485991103;6;rural_ward
Ward No-04;04;100485991104;6;rural_ward
Ward No-05;05;100485991105;6;rural_ward
Ward No-06;06;100485991106;6;rural_ward
Ward No-07;07;100485991107;6;rural_ward
Ward No-08;08;100485991108;6;rural_ward
Ward No-09;09;100485991109;6;rural_ward
Kakchira;23;1004859923;5;union_or_urban_ward
Ward No-01;01;100485992301;6;rural_ward
Ward No-02;02;100485992302;6;rural_ward
Ward No-03;03;100485992303;6;rural_ward
Ward No-04;04;100485992304;6;rural_ward
Ward No-05;05;100485992305;6;rural_ward
Ward No-06;06;100485992306;6;rural_ward
Ward No-07;07;100485992307;6;rural_ward
Ward No-08;08;100485992308;6;rural_ward
Ward No-09;09;100485992309;6;rural_ward
Kalmegha;35;1004859935;5;union_or_urban_ward
Ward No-01;01;100485993501;6;rural_ward
Ward No-02;02;100485993502;6;rural_ward
Ward No-03;03;100485993503;6;rural_ward
Ward No-04;04;100485993504;6;rural_ward
Ward No-05;05;100485993505;6;rural_ward
Ward No-06;06;100485993506;6;rural_ward
Ward No-07;07;100485993507;6;rural_ward
Ward No-08;08;100485993508;6;rural_ward
Ward No-09;09;100485993509;6;rural_ward
Kanthaltali;47;1004859947;5;union_or_urban_ward
Ward No-01;01;100485994701;6;rural_ward
Ward No-02;02;100485994702;6;rural_ward
Ward No-03;03;100485994703;6;rural_ward
Ward No-04;04;100485994704;6;rural_ward
Ward No-05;05;100485994705;6;rural_ward
Ward No-06;06;100485994706;6;rural_ward
Ward No-07;07;100485994707;6;rural_ward
Ward No-08;08;100485994708;6;rural_ward
Ward No-09;09;100485994709;6;rural_ward
Nachna Para;59;1004859959;5;union_or_urban_ward
Ward No-01;01;100485995901;6;rural_ward
Ward No-02;02;100485995902;6;rural_ward
Ward No-03;03;100485995903;6;rural_ward
Ward No-04;04;100485995904;6;rural_ward
Ward No-05;05;100485995905;6;rural_ward
Ward No-06;06;100485995906;6;rural_ward
Ward No-07;07;100485995907;6;rural_ward
Ward No-08;08;100485995908;6;rural_ward
Ward No-09;09;100485995909;6;rural_ward
Patharghata;71;1004859971;5;union_or_urban_ward
Ward No-01;01;100485997101;6;rural_ward
Ward No-02;02;100485997102;6;rural_ward
Ward No-03;03;100485997103;6;rural_ward
Ward No-04;04;100485997104;6;rural_ward
Ward No-05;05;100485997105;6;rural_ward
Ward No-06;06;100485997106;6;rural_ward
Ward No-07;07;100485997107;6;rural_ward
Ward No-08;08;100485997108;6;rural_ward
Ward No-09;09;100485997109;6;rural_ward
Raihanpur;83;1004859983;5;union_or_urban_ward
Ward No-01;01;100485998301;6;rural_ward
Ward No-02;02;100485998302;6;rural_ward
Ward No-03;03;100485998303;6;rural_ward
Ward No-04;04;100485998304;6;rural_ward
Ward No-05;05;100485998305;6;rural_ward
Ward No-06;06;100485998306;6;rural_ward
Ward No-07;07;100485998307;6;rural_ward
Ward No-08;08;100485998308;6;rural_ward
Ward No-09;09;100485998309;6;rural_ward
Taltali;90;100490;3;upazila
Unions Of Taltali Upazila;99;10049099;4;paurasava_or_city_corp
Barabagi;39;1004909939;5;union_or_urban_ward
Ward No-01;01;100490993901;6;rural_ward
Ward No-02;02;100490993902;6;rural_ward
Ward No-03;03;100490993903;6;rural_ward
Ward No-04;04;100490993904;6;rural_ward
Ward No-05;05;100490993905;6;rural_ward
Ward No-06;06;100490993906;6;rural_ward
Ward No-07;07;100490993907;6;rural_ward
Ward No-08;08;100490993908;6;rural_ward
Ward No-09;09;100490993909;6;rural_ward
Chhota Bagi;43;1004909943;5;union_or_urban_ward
Ward No-01;01;100490994301;6;rural_ward
Ward No-02;02;100490994302;6;rural_ward
Ward No-03;03;100490994303;6;rural_ward
Ward No-04;04;100490994304;6;rural_ward
Ward No-05;05;100490994305;6;rural_ward
Ward No-06;06;100490994306;6;rural_ward
Ward No-07;07;100490994307;6;rural_ward
Ward No-08;08;100490994308;6;rural_ward
Ward No-09;09;100490994309;6;rural_ward
Karaibaria;79;1004909979;5;union_or_urban_ward
Ward No-01;01;100490997901;6;rural_ward
Ward No-02;02;100490997902;6;rural_ward
Ward No-03;03;100490997903;6;rural_ward
Ward No-04;04;100490997904;6;rural_ward
Ward No-05;05;100490997905;6;rural_ward
Ward No-06;06;100490997906;6;rural_ward
Ward No-07;07;100490997907;6;rural_ward
Ward No-08;08;100490997908;6;rural_ward
Ward No-09;09;100490997909;6;rural_ward
Nishanbaria;91;1004909991;5;union_or_urban_ward
Ward No-01;01;100490999101;6;rural_ward
Ward No-02;02;100490999102;6;rural_ward
Ward No-03;03;100490999103;6;rural_ward
Ward No-04;04;100490999104;6;rural_ward
Ward No-05;05;100490999105;6;rural_ward
Ward No-06;06;100490999106;6;rural_ward
Ward No-07;07;100490999107;6;rural_ward
Ward No-08;08;100490999108;6;rural_ward
Ward No-09;09;100490999109;6;rural_ward
Poncha Koralia;94;1004909994;5;union_or_urban_ward
Ward No-01;01;100490999401;6;rural_ward
Ward No-02;02;100490999402;6;rural_ward
Ward No-03;03;100490999403;6;rural_ward
Ward No-04;04;100490999404;6;rural_ward
Ward No-05;05;100490999405;6;rural_ward
Ward No-06;06;100490999406;6;rural_ward
Ward No-07;07;100490999407;6;rural_ward
Ward No-08;08;100490999408;6;rural_ward
Ward No-09;09;100490999409;6;rural_ward
Sarikkhali;95;1004909995;5;union_or_urban_ward
Ward No-01;01;100490999501;6;rural_ward
Ward No-02;02;100490999502;6;rural_ward
Ward No-03;03;100490999503;6;rural_ward
Ward No-04;04;100490999504;6;rural_ward
Ward No-05;05;100490999505;6;rural_ward
Ward No-06;06;100490999506;6;rural_ward
Ward No-07;07;100490999507;6;rural_ward
Ward No-08;08;100490999508;6;rural_ward
Ward No-09;09;100490999509;6;rural_ward
Sonakata;96;1004909996;5;union_or_urban_ward
Ward No-01;01;100490999601;6;rural_ward
Ward No-02;02;100490999602;6;rural_ward
Ward No-03;03;100490999603;6;rural_ward
Ward No-04;04;100490999604;6;rural_ward
Ward No-05;05;100490999605;6;rural_ward
Ward No-06;06;100490999606;6;rural_ward
Ward No-07;07;100490999607;6;rural_ward
Ward No-08;08;100490999608;6;rural_ward
Ward No-09;09;100490999609;6;rural_ward
Barisal;06;1006;2;district
Agailjhara;02;100602;3;upazila
Unions Of Agailjhara Upazila;99;10060299;4;paurasava_or_city_corp
Bagdha;13;1006029913;5;union_or_urban_ward
Ward No-01;01;100602991301;6;rural_ward
Ward No-02;02;100602991302;6;rural_ward
Ward No-03;03;100602991303;6;rural_ward
Ward No-04;04;100602991304;6;rural_ward
Ward No-05;05;100602991305;6;rural_ward
Ward No-06;06;100602991306;6;rural_ward
Ward No-07;07;100602991307;6;rural_ward
Ward No-08;08;100602991308;6;rural_ward
Ward No-09;09;100602991309;6;rural_ward
Bakal;15;1006029915;5;union_or_urban_ward
Ward No-01;01;100602991501;6;rural_ward
Ward No-02;02;100602991502;6;rural_ward
Ward No-03;03;100602991503;6;rural_ward
Ward No-04;04;100602991504;6;rural_ward
Ward No-05;05;100602991505;6;rural_ward
Ward No-06;06;100602991506;6;rural_ward
Ward No-07;07;100602991507;6;rural_ward
Ward No-08;08;100602991508;6;rural_ward
Ward No-09;09;100602991509;6;rural_ward
Gaila;47;1006029947;5;union_or_urban_ward
Ward No-01;01;100602994701;6;rural_ward
Ward No-02;02;100602994702;6;rural_ward
Ward No-03;03;100602994703;6;rural_ward
Ward No-04;04;100602994704;6;rural_ward
Ward No-05;05;100602994705;6;rural_ward
Ward No-06;06;100602994706;6;rural_ward
Ward No-07;07;100602994707;6;rural_ward
Ward No-08;08;100602994708;6;rural_ward
Ward No-09;09;100602994709;6;rural_ward
Rajiher;79;1006029979;5;union_or_urban_ward
Ward No-01;01;100602997901;6;rural_ward
Ward No-02;02;100602997902;6;rural_ward
Ward No-03;03;100602997903;6;rural_ward
Ward No-04;04;100602997904;6;rural_ward
Ward No-05;05;100602997905;6;rural_ward
Ward No-06;06;100602997906;6;rural_ward
Ward No-07;07;100602997907;6;rural_ward
Ward No-08;08;100602997908;6;rural_ward
Ward No-09;09;100602997909;6;rural_ward
Ratnapur;87;1006029987;5;union_or_urban_ward
Ward No-01;01;100602998701;6;rural_ward
Ward No-02;02;100602998702;6;rural_ward
Ward No-03;03;100602998703;6;rural_ward
Ward No-04;04;100602998704;6;rural_ward
Ward No-05;05;100602998705;6;rural_ward
Ward No-06;06;100602998706;6;rural_ward
Ward No-07;07;100602998707;6;rural_ward
Ward No-08;08;100602998708;6;rural_ward
Ward No-09;09;100602998709;6;rural_ward
Babuganj;03;100603;3;upazila
Unions Of Babuganj Upazila;99;10060399;4;paurasava_or_city_corp
Jahangir Nagar(agarpur);13;1006039913;5;union_or_urban_ward
Ward No-01;01;100603991301;6;rural_ward
Ward No-02;02;100603991302;6;rural_ward
Ward No-03;03;100603991303;6;rural_ward
Ward No-04;04;100603991304;6;rural_ward
Ward No-05;05;100603991305;6;rural_ward
Ward No-06;06;100603991306;6;rural_ward
Ward No-07;07;100603991307;6;rural_ward
Ward No-08;08;100603991308;6;rural_ward
Ward No-09;09;100603991309;6;rural_ward
Chandpasha;27;1006039927;5;union_or_urban_ward
Ward No-01;01;100603992701;6;rural_ward
Ward No-02;02;100603992702;6;rural_ward
Ward No-03;03;100603992703;6;rural_ward
Ward No-04;04;100603992704;6;rural_ward
Ward No-05;05;100603992705;6;rural_ward
Ward No-06;06;100603992706;6;rural_ward
Ward No-07;07;100603992707;6;rural_ward
Ward No-08;08;100603992708;6;rural_ward
Ward No-09;09;100603992709;6;rural_ward
Dehergati;40;1006039940;5;union_or_urban_ward
Ward No-01;01;100603994001;6;rural_ward
Ward No-02;02;100603994002;6;rural_ward
Ward No-03;03;100603994003;6;rural_ward
Ward No-04;04;100603994004;6;rural_ward
Ward No-05;05;100603994005;6;rural_ward
Ward No-06;06;100603994006;6;rural_ward
Ward No-07;07;100603994007;6;rural_ward
Ward No-08;08;100603994008;6;rural_ward
Ward No-09;09;100603994009;6;rural_ward
Kedarpur;54;1006039954;5;union_or_urban_ward
Ward No-01;01;100603995401;6;rural_ward
Ward No-02;02;100603995402;6;rural_ward
Ward No-03;03;100603995403;6;rural_ward
Ward No-04;04;100603995404;6;rural_ward
Ward No-05;05;100603995405;6;rural_ward
Ward No-06;06;100603995406;6;rural_ward
Ward No-07;07;100603995407;6;rural_ward
Ward No-08;08;100603995408;6;rural_ward
Ward No-09;09;100603995409;6;rural_ward
Madhab Pasha;67;1006039967;5;union_or_urban_ward
Ward No-01;01;100603996701;6;rural_ward
Ward No-02;02;100603996702;6;rural_ward
Ward No-03;03;100603996703;6;rural_ward
Ward No-04;04;100603996704;6;rural_ward
Ward No-05;05;100603996705;6;rural_ward
Ward No-06;06;100603996706;6;rural_ward
Ward No-07;07;100603996707;6;rural_ward
Ward No-08;08;100603996708;6;rural_ward
Ward No-09;09;100603996709;6;rural_ward
Rahmatpur;81;1006039981;5;union_or_urban_ward
Ward No-01;01;100603998101;6;rural_ward
Ward No-02;02;100603998102;6;rural_ward
Ward No-03;03;100603998103;6;rural_ward
Ward No-04;04;100603998104;6;rural_ward
Ward No-05;05;100603998105;6;rural_ward
Ward No-06;06;100603998106;6;rural_ward
Ward No-07;07;100603998107;6;rural_ward
Ward No-08;08;100603998108;6;rural_ward
Ward No-09;09;100603998109;6;rural_ward
Bakerganj;07;100607;3;upazila
Bakerganj Paurasava;16;10060716;4;paurasava_or_city_corp
Urban Ward No-01;01;1006071601;5;union_or_urban_ward
Urban Ward No-02;02;1006071602;5;union_or_urban_ward
Urban Ward No-03;03;1006071603;5;union_or_urban_ward
Urban Ward No-04;04;1006071604;5;union_or_urban_ward
Urban Ward No-05;05;1006071605;5;union_or_urban_ward
Urban Ward No-06;06;1006071606;5;union_or_urban_ward
Urban Ward No-07;07;1006071607;5;union_or_urban_ward
Urban Ward No-08;08;1006071608;5;union_or_urban_ward
Urban Ward No-09;09;1006071609;5;union_or_urban_ward
Unions Of Bakerganj Upazila;99;10060799;4;paurasava_or_city_corp
Bhar Pasha;12;1006079912;5;union_or_urban_ward
Ward No-01;01;100607991201;6;rural_ward
Ward No-02;02;100607991202;6;rural_ward
Ward No-03;03;100607991203;6;rural_ward
Ward No-04;04;100607991204;6;rural_ward
