uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Nasal cream ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385149009;;SAME-AS;;;;;;Medication Forms;123
;Nasal gel ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385150009;;SAME-AS;;;;;;Medication Forms;124
;Nasal ointment ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385151008;;SAME-AS;;;;;;Medication Forms;125
;Nasal drops ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385152001;;SAME-AS;;;;;;Medication Forms;126
;Nasal drops solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385153006;;SAME-AS;;;;;;Medication Forms;127
;Nasal drops suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385154000;;SAME-AS;;;;;;Medication Forms;128
;Nasal drops emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385155004;;SAME-AS;;;;;;Medication Forms;129
;Nasal powder ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385156003;;SAME-AS;;;;;;Medication Forms;130
;Nasal spray ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385157007;;SAME-AS;;;;;;Medication Forms;131
;Nasal spray solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385158002;;SAME-AS;;;;;;Medication Forms;132
;Nasal spray suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385159005;;SAME-AS;;;;;;Medication Forms;133
;Nasal spray emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385160000;;SAME-AS;;;;;;Medication Forms;134
;Nasal stick ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385162008;;SAME-AS;;;;;;Medication Forms;135
;Eye/ear/nose drops ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385163003;;SAME-AS;;;;;;Medication Forms;136
;Eye/ear/nose ointment ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385164009;;SAME-AS;;;;;;Medication Forms;137
;Vaginal cream ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385165005;;SAME-AS;;;;;;Medication Forms;138
;Vaginal gel ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385166006;;SAME-AS;;;;;;Medication Forms;139
;Vaginal ointment ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385167002;;SAME-AS;;;;;;Medication Forms;140
;Vaginal foam ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385168007;;SAME-AS;;;;;;Medication Forms;141
;Vaginal liquid ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385169004;;SAME-AS;;;;;;Medication Forms;142
;Vaginal solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385170003;;SAME-AS;;;;;;Medication Forms;143
;Vaginal suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385171004;;SAME-AS;;;;;;Medication Forms;144
;Vaginal emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385172006;;SAME-AS;;;;;;Medication Forms;145
;Tablet for vaginal solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385173001;;SAME-AS;;;;;;Medication Forms;146
;Pessary;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385174007;;SAME-AS;;;;;;Medication Forms;147
;Vaginal capsule;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385175008;;SAME-AS;;;;;;Medication Forms;148
;Hard vaginal capsule;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385176009;;SAME-AS;;;;;;Medication Forms;149
;Soft vaginal capsule;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385177000;;SAME-AS;;;;;;Medication Forms;150
;Vaginal tablet;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385178005;;SAME-AS;;;;;;Medication Forms;151
;Effervescent vaginal tablet;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385179002;;SAME-AS;;;;;;Medication Forms;152
;Medicated vaginal tampon ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385180004;;SAME-AS;;;;;;Medication Forms;153
;Rectal cream ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385182007;;SAME-AS;;;;;;Medication Forms;154
;Rectal gel ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385183002;;SAME-AS;;;;;;Medication Forms;155
;Rectal ointment ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385184008;;SAME-AS;;;;;;Medication Forms;156
;Rectal foam ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385185009;;SAME-AS;;;;;;Medication Forms;157
;Enema ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385186005;;SAME-AS;;;;;;Medication Forms;158
;Rectal solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385187001;;SAME-AS;;;;;;Medication Forms;159
;Rectal suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385188006;;SAME-AS;;;;;;Medication Forms;160
;Rectal emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385189003;;SAME-AS;;;;;;Medication Forms;161
;Powder for rectal suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385191006;;SAME-AS;;;;;;Medication Forms;162
;Tablet for rectal solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385192004;;SAME-AS;;;;;;Medication Forms;163
;Tablet for rectal suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385193009;;SAME-AS;;;;;;Medication Forms;164
;Suppository dose form ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385194003;;SAME-AS;;;;;;Medication Forms;165
;Rectal capsule ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385195002;;SAME-AS;;;;;;Medication Forms;166
;Rectal tampon ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385196001;;SAME-AS;;;;;;Medication Forms;167
;Nebulizer liquid ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385197005;;SAME-AS;;;;;;Medication Forms;168
;Nebulizer solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385198000;;SAME-AS;;;;;;Medication Forms;169
;Nebulizer suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385199008;;SAME-AS;;;;;;Medication Forms;170
;Powder for nebulizer suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385200006;;SAME-AS;;;;;;Medication Forms;171
;Powder for nebulizer solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385201005;;SAME-AS;;;;;;Medication Forms;172
;Nebulizer emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385202003;;SAME-AS;;;;;;Medication Forms;173
;Pressurised inhalation ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385203008;;SAME-AS;;;;;;Medication Forms;174
;Pressurised inhalation solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385204002;;SAME-AS;;;;;;Medication Forms;175
;Pressurised inhalation suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385205001;;SAME-AS;;;;;;Medication Forms;176
;Pressurised inhalation emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385206000;;SAME-AS;;;;;;Medication Forms;177
;Inhalation powder ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385207009;;SAME-AS;;;;;;Medication Forms;178
;Hard capsule inhalation powder ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385208004;;SAME-AS;;;;;;Medication Forms;179
;Inhalation vapor ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385210002;;SAME-AS;;;;;;Medication Forms;180
;Inhalation vapor powder ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385211003;;SAME-AS;;;;;;Medication Forms;181
;Inhalation vapor capsule ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385212005;;SAME-AS;;;;;;Medication Forms;182
;Inhalation vapor solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385213000;;SAME-AS;;;;;;Medication Forms;183
;Inhalation vapor tablet ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385214006;;SAME-AS;;;;;;Medication Forms;184
;Inhalation vapor ointment ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385215007;;SAME-AS;;;;;;Medication Forms;185
;Inhalation vapor liquid ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385216008;;SAME-AS;;;;;;Medication Forms;186
;Gas for inhalation ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385217004;;SAME-AS;;;;;;Medication Forms;187
;Injection solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385219001;;SAME-AS;;;;;;Medication Forms;188
;Injection suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385220007;;SAME-AS;;;;;;Medication Forms;189
;Injection emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385221006;;SAME-AS;;;;;;Medication Forms;190
;Injection powder ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385222004;;SAME-AS;;;;;;Medication Forms;191
;Powder for injection solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385223009;;SAME-AS;;;;;;Medication Forms;192
;Powder for injection suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385224003;;SAME-AS;;;;;;Medication Forms;193
;Infusion solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385229008;;SAME-AS;;;;;;Medication Forms;194
;Infusion powder ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385230003;;SAME-AS;;;;;;Medication Forms;195
;Powder for infusion solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385231004;;SAME-AS;;;;;;Medication Forms;196
;Implantation tablet ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385236009;;SAME-AS;;;;;;Medication Forms;197
;Implantation chain ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385237000;;SAME-AS;;;;;;Medication Forms;198
;Intravesical solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385242008;;SAME-AS;;;;;;Medication Forms;199
;Urethral gel ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385245005;;SAME-AS;;;;;;Medication Forms;200
;Urethral stick ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385246006;;SAME-AS;;;;;;Medication Forms;201
;Endotracheopulmonary instillation solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385247002;;SAME-AS;;;;;;Medication Forms;202
;Powder for endotracheopulmonary instillation solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385248007;;SAME-AS;;;;;;Medication Forms;203
;Endotracheopulmonary instillation suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385250004;;SAME-AS;;;;;;Medication Forms;204
;Endocervical gel ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385251000;;SAME-AS;;;;;;Medication Forms;205
;Gastroenteral liquid ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385257001;;SAME-AS;;;;;;Medication Forms;206
;Gastroenteral solution ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385258006;;SAME-AS;;;;;;Medication Forms;207
;Gastroenteral suspension ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385259003;;SAME-AS;;;;;;Medication Forms;208
;Gastroenteral emulsion ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385260008;;SAME-AS;;;;;;Medication Forms;209
;Wound stick ;;;;Misc;N/A;;FALSE;SNOMED-CT-BD;385261007;;SAME-AS;;;;;;Medication Forms;210
