uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Contact with knife, sword, or dagger;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W26;;SAME-AS;;;;;;;
;Contact with nonpowered hand tool;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W27;;SAME-AS;;;;;;;
;Contact with powered lawn mower;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W28;;SAME-AS;;;;;;;
;Contact with other powered hand tools and household machinery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W29;;SAME-AS;;;;;;;
;Contact with agricultural machinery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W30;;SAME-AS;;;;;;;
;Contact with other and unspecified machinery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W31;;SAME-AS;;;;;;;
;Handgun discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W32;;SAME-AS;;;;;;;
;Rifle, shotgun, and larger firearm discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W33;;SAME-AS;;;;;;;
;Discharge from other and unspecified firearms;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W34;;SAME-AS;;;;;;;
;Explosion and rupture of boiler;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W35;;SAME-AS;;;;;;;
;Explosion and rupture of gas cylinder;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W36;;SAME-AS;;;;;;;
;Explosion and rupture of pressurized tire, pipe, or hose;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W37;;SAME-AS;;;;;;;
;Explosion and rupture of other specified pressurized devices;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W38;;SAME-AS;;;;;;;
;Discharge of firework;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W39;;SAME-AS;;;;;;;
;Explosion of other materials;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W40;;SAME-AS;;;;;;;
;Exposure to high pressure jet;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W41;;SAME-AS;;;;;;;
;Exposure to noise;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W42;;SAME-AS;;;;;;;
;Exposure to vibration;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W43;;SAME-AS;;;;;;;
;Foreign body entering into or through eye or natural orifice;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W44;;SAME-AS;;;;;;;
;Foreign body or object entering through skin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W45;;SAME-AS;;;;;;;
;Contact with hypodermic needle;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W46;;SAME-AS;;;;;;;
;Exposure to other and unspecified inanimate mechanical forces;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W49;;SAME-AS;;;;;;;
;Hit, struck, kicked, twisted, bitten, or scratched by another person;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W50;;SAME-AS;;;;;;;
;Striking against or bumped into by another person;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W51;;SAME-AS;;;;;;;
;Crushed, pushed, or stepped on by crowd or human stampede;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W52;;SAME-AS;;;;;;;
;Bitten by rat;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W53;;SAME-AS;;;;;;;
;Bitten or struck by dog;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W54;;SAME-AS;;;;;;;
;Bitten or struck by other mammals;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W55;;SAME-AS;;;;;;;
;Contact with marine animal;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W56;;SAME-AS;;;;;;;
;Bitten or stung by nonvenomous insect and other nonvenomous arthropods;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W57;;SAME-AS;;;;;;;
;Bitten or struck by crocodile or alligator;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W58;;SAME-AS;;;;;;;
;Bitten or crushed by other reptiles;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W59;;SAME-AS;;;;;;;
;Contact with plant thorns, spines, and sharp leaves;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W60;;SAME-AS;;;;;;;
;Exposure to other and unspecified animate mechanical forces;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W64;;SAME-AS;;;;;;;
;Drowning and submersion while in bathtub;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W65;;SAME-AS;;;;;;;
;Drowning and submersion following fall into bathtub;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W66;;SAME-AS;;;;;;;
;Drowning and submersion while in swimming pool;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W67;;SAME-AS;;;;;;;
;Drowning and submersion following fall into swimming pool;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W68;;SAME-AS;;;;;;;
;Drowning and submersion while in natural water;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W69;;SAME-AS;;;;;;;
;Drowning and submersion following fall into natural water;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W70;;SAME-AS;;;;;;;
;Other specified drowning and submersion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W73;;SAME-AS;;;;;;;
;Unspecified drowning and submersion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W74;;SAME-AS;;;;;;;
;Accidental suffocation and strangulation in bed;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W75;;SAME-AS;;;;;;;
;Other accidental hanging and strangulation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W76;;SAME-AS;;;;;;;
;Threat to breathing due to cave-in, falling earth, and other substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W77;;SAME-AS;;;;;;;
;Inhalation of gastric contents;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W78;;SAME-AS;;;;;;;
;Inhalation and ingestion of food causing obstruction of respiratory tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W79;;SAME-AS;;;;;;;
;Inhalation and ingestion of other objects causing obstruction of respiratory tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W80;;SAME-AS;;;;;;;
;Confined to or trapped in a low-oxygen environment;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W81;;SAME-AS;;;;;;;
;Other specified threats to breathing;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W83;;SAME-AS;;;;;;;
;Unspecified threat to breathing;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W84;;SAME-AS;;;;;;;
;Exposure to electric transmission lines;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W85;;SAME-AS;;;;;;;
;Exposure to other specified electric current;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W86;;SAME-AS;;;;;;;
;Exposure to unspecified electric current;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W87;;SAME-AS;;;;;;;
;Exposure to ionizing radiation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W88;;SAME-AS;;;;;;;
;Exposure to man-made visible and ultraviolet light;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W89;;SAME-AS;;;;;;;
;Exposure to other nonionizing radiation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W90;;SAME-AS;;;;;;;
;Exposure to unspecified type of radiation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W91;;SAME-AS;;;;;;;
;Exposure to excessive heat of man-made origin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W92;;SAME-AS;;;;;;;
;Exposure to excessive cold of man-made origin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W93;;SAME-AS;;;;;;;
;Exposure to high and low air pressure and changes in air pressure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W94;;SAME-AS;;;;;;;
;Exposure to other and unspecified man-made environmental factors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;W99;;SAME-AS;;;;;;;
;Exposure to uncontrolled fire in building or structure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X00;;SAME-AS;;;;;;;
;Exposure to uncontrolled fire, not in building or structure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X01;;SAME-AS;;;;;;;
;Exposure to controlled fire in building or structure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X02;;SAME-AS;;;;;;;
;Exposure to controlled fire, not in building or structure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X03;;SAME-AS;;;;;;;
;Exposure to ignition of highly flammable material;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X04;;SAME-AS;;;;;;;
;Exposure to ignition or melting of nightwear;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X05;;SAME-AS;;;;;;;
;Exposure to ignition or melting of other clothing and apparel;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X06;;SAME-AS;;;;;;;
;Exposure to other specified smoke, fire, and flames;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X08;;SAME-AS;;;;;;;
;Exposure to unspecified smoke, fire, and flames;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X09;;SAME-AS;;;;;;;
;Contact with hot drinks, food, fats, and cooking oils;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X10;;SAME-AS;;;;;;;
;Contact with hot tap water;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X11;;SAME-AS;;;;;;;
;Contact with other hot fluids;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X12;;SAME-AS;;;;;;;
;Contact with steam and hot vapors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X13;;SAME-AS;;;;;;;
;Contact with hot air and gases;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X14;;SAME-AS;;;;;;;
;Contact with hot household appliances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X15;;SAME-AS;;;;;;;
;Contact with hot heating appliances, radiators, and pipes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X16;;SAME-AS;;;;;;;
;Contact with hot engines, machinery, and tools;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X17;;SAME-AS;;;;;;;
;Contact with other hot metals;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X18;;SAME-AS;;;;;;;
;Contact with other and unspecified heat and hot substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X19;;SAME-AS;;;;;;;
;Contact with venomous snakes and lizards;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X20;;SAME-AS;;;;;;;
;Contact with venomous spiders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X21;;SAME-AS;;;;;;;
;Contact with scorpions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X22;;SAME-AS;;;;;;;
;Contact with hornets, wasps, and bees;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X23;;SAME-AS;;;;;;;
;Contact with centipedes and venomous millipedes (tropical);;;;Diagnosis;N/A;;FALSE;ICD10-BD;X24;;SAME-AS;;;;;;;
;Contact with other specified venomous arthropods;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X25;;SAME-AS;;;;;;;
;Contact with venomous marine animals and plants;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X26;;SAME-AS;;;;;;;
;Contact with other specified venomous animals;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X27;;SAME-AS;;;;;;;
;Contact with other specified venomous plants;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X28;;SAME-AS;;;;;;;
;Contact with unspecified venomous animal or plant;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X29;;SAME-AS;;;;;;;
;Exposure to excessive natural heat;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X30;;SAME-AS;;;;;;;
;Exposure to excessive natural cold;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X31;;SAME-AS;;;;;;;
;Exposure to sunlight;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X32;;SAME-AS;;;;;;;
;Victim of lightning;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X33;;SAME-AS;;;;;;;
;Victim of earthquake;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X34;;SAME-AS;;;;;;;
;Victim of volcanic eruption;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X35;;SAME-AS;;;;;;;
;Victim of avalanche, landslide, and other earth movements;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X36;;SAME-AS;;;;;;;
;Victim of cataclysmic storm;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X37;;SAME-AS;;;;;;;
;Victim of flood;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X38;;SAME-AS;;;;;;;
;Exposure to other and unspecified forces of nature;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X39;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to nonopioid analgesics, antipyretics, and antirheumatics;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X40;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism, and psychotropic drugs, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X41;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X42;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X43;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to other and unspecified drugs, medicaments, and biological substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X44;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to alcohol;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X45;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X46;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to other gases and vapors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X47;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to pesticides;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X48;;SAME-AS;;;;;;;
;Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X49;;SAME-AS;;;;;;;
;Overexertion and strenuous or repetitive movements;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X50;;SAME-AS;;;;;;;
;Travel and motion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X51;;SAME-AS;;;;;;;
;Prolonged stay in weightless environment;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X52;;SAME-AS;;;;;;;
;Lack of food;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X53;;SAME-AS;;;;;;;
;Lack of water;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X54;;SAME-AS;;;;;;;
;Unspecified privation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X57;;SAME-AS;;;;;;;
;Exposure to other specified factors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X58;;SAME-AS;;;;;;;
;Exposure to unspecified factor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X59;;SAME-AS;;;;;;;
;Exposure to unspecified factor causing fracture;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X59.0;;SAME-AS;;;;;;;
;Exposure to unspecified factor causing other and unspecified injury;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X59.9;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to nonopioid analgesics, antipyretics, and antirheumatics;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X60;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism, and psychotropic drugs, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X61;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X62;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to other drugs acting on the autonomic nervous system;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X63;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to other and unspecified drugs, medicaments, and biological substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X64;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to alcohol;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X65;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to organic solvents and halogenated hydrocarbons and their vapors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X66;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to other gases and vapors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X67;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to pesticides;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X68;;SAME-AS;;;;;;;
;Intentional self-poisoning (suicide) by and exposure to other and unspecified chemicals and noxious substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X69;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by hanging, strangulation, and suffocation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X70;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by drowning and submersion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X71;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by handgun discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X72;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by rifle, shotgun, and larger firearm discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X73;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by other and unspecified firearm discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X74;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by explosive material;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X75;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by smoke, fire, and flames;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X76;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by steam, hot vapors, and hot objects;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X77;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by sharp object;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X78;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by blunt object;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X79;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by jumping from a high place;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X80;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by jumping or lying before moving object;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X81;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by crashing of motor vehicle;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X82;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by other specified means;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X83;;SAME-AS;;;;;;;
;Intentional self-harm (suicide) by unspecified means;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X84;;SAME-AS;;;;;;;
;Assault (homicide) by drugs, medicaments, and biological substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X85;;SAME-AS;;;;;;;
;Assault (homicide) by corrosive substance;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X86;;SAME-AS;;;;;;;
;Assault (homicide) by pesticides;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X87;;SAME-AS;;;;;;;
;Assault (homicide) by gases and vapors;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X88;;SAME-AS;;;;;;;
;Assault (homicide) by other specified chemicals and noxious substances;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X89;;SAME-AS;;;;;;;
;Assault (homicide) by unspecified chemical or noxious substance;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X90;;SAME-AS;;;;;;;
;Assault (homicide) by hanging, strangulation, and suffocation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X91;;SAME-AS;;;;;;;
;Assault (homicide) by drowning and submersion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X92;;SAME-AS;;;;;;;
;Assault (homicide) by handgun discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X93;;SAME-AS;;;;;;;
;Assault (homicide) by rifle, shotgun, and larger firearm discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X94;;SAME-AS;;;;;;;
;Assault (homicide) by other and unspecified firearm discharge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X95;;SAME-AS;;;;;;;
;Assault (homicide) by explosive material;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X96;;SAME-AS;;;;;;;
;Assault (homicide) by smoke, fire, and flames;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X97;;SAME-AS;;;;;;;
;Assault (homicide) by steam, hot vapors, and hot objects;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X98;;SAME-AS;;;;;;;
;Assault (homicide) by sharp object;;;;Diagnosis;N/A;;FALSE;ICD10-BD;X99;;SAME-AS;;;;;;;
;Assault (homicide) by blunt object;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y00;;SAME-AS;;;;;;;
;Assault (homicide) by pushing from high place;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y01;;SAME-AS;;;;;;;
;Assault (homicide) by pushing or placing victim before moving object;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y02;;SAME-AS;;;;;;;
;Assault (homicide) by crashing of motor vehicle;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y03;;SAME-AS;;;;;;;
;Assault (homicide) by bodily force;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y04;;SAME-AS;;;;;;;
;Sexual assault (homicide) by bodily force;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y05;;SAME-AS;;;;;;;
;Neglect and abandonment;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y06;;SAME-AS;;;;;;;
;Neglect and abandonment, by spouse or partner;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y06.0;;SAME-AS;;;;;;;
;Neglect and abandonment, by parent;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y06.1;;SAME-AS;;;;;;;
;Neglect and abandonment, by acquaintance or friend;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y06.2;;SAME-AS;;;;;;;
;Neglect and abandonment, by other specified persons;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y06.8;;SAME-AS;;;;;;;
;Neglect and abandonment, by unspecified person;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y06.9;;SAME-AS;;;;;;;
;Other maltreatment syndromes ;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y07;;SAME-AS;;;;;;;
;Other maltreatment syndromes, by spouse or partner;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y07.0;;SAME-AS;;;;;;;
;Other maltreatment syndromes, by parent;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y07.1;;SAME-AS;;;;;;;
;Other maltreatment syndromes, by acquaintance or friend;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y07.2;;SAME-AS;;;;;;;
;Other maltreatment syndromes, by official authorities;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y07.3;;SAME-AS;;;;;;;
;Other maltreatment syndromes, by other specified persons;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y07.8;;SAME-AS;;;;;;;
;Other maltreatment syndromes, by unspecified person;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y07.9;;SAME-AS;;;;;;;
;Assault (homicide) by other specified means;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y08;;SAME-AS;;;;;;;
;Assault (homicide) by unspecified means;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y09;;SAME-AS;;;;;;;
;Poisoning by and exposure to nonopioid analgesics, antipyretics, and antirheumatics, undetermined intent;;;;Diagnosis;N/A;;FALSE;ICD10-BD;Y10;;SAME-AS;;;;;;;
