uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Hypoglycemia, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E16.2;;SAME-AS;;;;;;;
;Increased secretion of glucagon;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E16.3;;SAME-AS;;;;;;;
;Abnormal secretion of gastrin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E16.4 ;;SAME-AS;;;;;;;
;Other specified disorders of pancreatic internal secretion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E16.8;;SAME-AS;;;;;;;
;Disorder of pancreatic internal secretion, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E16.9;;SAME-AS;;;;;;;
;Hypoparathyroidism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E20;;SAME-AS;;;;;;;
;Idiopathic hypoparathyroidism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E20.0;;SAME-AS;;;;;;;
;Pseudohypoparathyroidism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E20.1;;SAME-AS;;;;;;;
;Other hypoparathyroidism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E20.8;;SAME-AS;;;;;;;
;Hypoparathyroidism, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E20.9;;SAME-AS;;;;;;;
;Hyperparathyroidism and other disorders of parathyroid gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E21;;SAME-AS;;;;;;;
;Primary hyperparathyroidism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E21.0;;SAME-AS;;;;;;;
;Secondary hyperparathyroidism, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E21.1;;SAME-AS;;;;;;;
;Other hyperparathyroidism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E21.2;;SAME-AS;;;;;;;
;Hyperparathyroidism, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E21.3;;SAME-AS;;;;;;;
;Other specified disorders of parathyroid gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E21.4;;SAME-AS;;;;;;;
;Disorder of parathyroid gland, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E21.5;;SAME-AS;;;;;;;
;Hyperfunction of pituitary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E22;;SAME-AS;;;;;;;
;Acromegaly and pituitary gigantism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E22.0;;SAME-AS;;;;;;;
;Hyperprolactinemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E22.1;;SAME-AS;;;;;;;
;Syndrome of inappropriate secretion of antidiuretic hormone;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E22.2;;SAME-AS;;;;;;;
;Other hyperfunction of pituitary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E22.8;;SAME-AS;;;;;;;
;Hyperfunction of pituitary gland, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E22.9;;SAME-AS;;;;;;;
;Hypofunction and other disorders of the pituitary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E23;;SAME-AS;;;;;;;
;Hypopituitarism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E23.0;;SAME-AS;;;;;;;
;Drug-induced hypopituitarism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E23.1;;SAME-AS;;;;;;;
;Diabetes insipidus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E23.2;;SAME-AS;;;;;;;
;Hypothalamic dysfunction, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E23.3;;SAME-AS;;;;;;;
;Other disorders of pituitary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E23.6;;SAME-AS;;;;;;;
;Disorder of pituitary gland, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E23.7;;SAME-AS;;;;;;;
;Cushing's syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24;;SAME-AS;;;;;;;
;Pituitary-dependent Cushing's disease;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24.0;;SAME-AS;;;;;;;
;Nelson's syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24.1;;SAME-AS;;;;;;;
;Drug-induced Cushing's syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24.2;;SAME-AS;;;;;;;
;Ectopic ACTH syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24.3;;SAME-AS;;;;;;;
;Alcohol-induced pseudo-Cushing's syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24.4;;SAME-AS;;;;;;;
;Other Cushing's syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24.8;;SAME-AS;;;;;;;
;Cushing's syndrome, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E24.9;;SAME-AS;;;;;;;
;Adrenogenital disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E25;;SAME-AS;;;;;;;
;Congenital adrenogenital disorders associated with enzyme deficiency;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E25.0;;SAME-AS;;;;;;;
;Other adrenogenital disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E25.8;;SAME-AS;;;;;;;
;Adrenogenital disorder, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E25.9;;SAME-AS;;;;;;;
;Hyperaldosteronism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E26;;SAME-AS;;;;;;;
;Primary hyperaldosteronism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E26.0;;SAME-AS;;;;;;;
;Secondary hyperaldosteronism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E26.1;;SAME-AS;;;;;;;
;Other hyperaldosteronism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E26.8;;SAME-AS;;;;;;;
;Hyperaldosteronism, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E26.9;;SAME-AS;;;;;;;
;Other disorders of adrenal gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27;;SAME-AS;;;;;;;
;Other adrenocortical overactivity;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.0;;SAME-AS;;;;;;;
;Primary adrenocortical insufficiency;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.1;;SAME-AS;;;;;;;
;Addisonian crisis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.2;;SAME-AS;;;;;;;
;Drug-induced adrenocortical insufficiency;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.3;;SAME-AS;;;;;;;
;Other and unspecified adrenocortical insufficiency;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.4;;SAME-AS;;;;;;;
;Adrenomedullary hyperfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.5;;SAME-AS;;;;;;;
;Other specified disorders of adrenal gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.8;;SAME-AS;;;;;;;
;Disorder of adrenal gland, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E27.9;;SAME-AS;;;;;;;
;Ovarian dysfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E28;;SAME-AS;;;;;;;
;Estrogen excess;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E28.0;;SAME-AS;;;;;;;
;Androgen excess;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E28.1;;SAME-AS;;;;;;;
;Polycystic ovarian syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E28.2;;SAME-AS;;;;;;;
;Primary ovarian failure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E28.3;;SAME-AS;;;;;;;
;Other ovarian dysfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E28.8;;SAME-AS;;;;;;;
;Ovarian dysfunction, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E28.9;;SAME-AS;;;;;;;
;Testicular dysfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E29;;SAME-AS;;;;;;;
;Testicular hyperfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E29.0;;SAME-AS;;;;;;;
;Testicular hypofunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E29.1;;SAME-AS;;;;;;;
;Other testicular dysfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E29.8;;SAME-AS;;;;;;;
;Testicular dysfunction, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E29.9;;SAME-AS;;;;;;;
;Disorders of puberty, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E30;;SAME-AS;;;;;;;
;Delayed puberty;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E30.0;;SAME-AS;;;;;;;
;Precocious puberty;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E30.1;;SAME-AS;;;;;;;
;Other disorders of puberty;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E30.8;;SAME-AS;;;;;;;
;Disorder of puberty, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E30.9;;SAME-AS;;;;;;;
;Polyglandular dysfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E31;;SAME-AS;;;;;;;
;Autoimmune polyglandular failure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E31.0;;SAME-AS;;;;;;;
;Polyglandular hyperfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E31.1;;SAME-AS;;;;;;;
;Other polyglandular dysfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E31.8;;SAME-AS;;;;;;;
;Polyglandular dysfunction, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E31.9;;SAME-AS;;;;;;;
;Diseases of thymus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E32;;SAME-AS;;;;;;;
;Persistent hyperplasia of thymus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E32.0;;SAME-AS;;;;;;;
;Abscess of thymus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E32.1;;SAME-AS;;;;;;;
;Other diseases of thymus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E32.8;;SAME-AS;;;;;;;
;Disease of thymus, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E32.9;;SAME-AS;;;;;;;
;Other endocrine disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34;;SAME-AS;;;;;;;
;Carcinoid syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.0;;SAME-AS;;;;;;;
;Other hypersecretion of intestinal hormones;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.1;;SAME-AS;;;;;;;
;Ectopic hormone secretion, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.2;;SAME-AS;;;;;;;
;Short stature, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.3;;SAME-AS;;;;;;;
;Constitutional tall stature;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.4;;SAME-AS;;;;;;;
;Androgen resistance syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.5;;SAME-AS;;;;;;;
;Other specified endocrine disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.8;;SAME-AS;;;;;;;
;Endocrine disorder, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E34.9;;SAME-AS;;;;;;;
;Kwashiorkor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E40;;SAME-AS;;;;;;;
;Nutritional marasmus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E41;;SAME-AS;;;;;;;
;Marasmic kwashiorkor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E42;;SAME-AS;;;;;;;
;Unspecified severe protein-energy malnutrition;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E43;;SAME-AS;;;;;;;
;Protein-energy malnutrition of moderate and mild degree;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E44;;SAME-AS;;;;;;;
;Moderate protein-energy malnutrition;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E44.0;;SAME-AS;;;;;;;
;Mild protein-energy malnutrition;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E44.1;;SAME-AS;;;;;;;
;Retarded development following protein-energy malnutrition;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E45;;SAME-AS;;;;;;;
;Unspecified protein-energy malnutrition;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E46;;SAME-AS;;;;;;;
;Vitamin A deficiency;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E50;;SAME-AS;;;;;;;
;Vitamin A deficiency with conjunctival xerosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;E50.0;;SAME-AS;;;;;;;
