uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Dislocations, sprains, and strains involving multiple body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T03;;SAME-AS;;;;;;;
;Dislocations, sprains, and strains involving thorax with lower back and pelvis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T03.1;;SAME-AS;;;;;;;
;Dislocations, sprains, and strains involving multiple regions of upper limb(s);;;;Diagnosis;N/A;;FALSE;ICD10-BD;T03.2;;SAME-AS;;;;;;;
;Dislocations, sprains, and strains involving multiple regions of lower limb(s);;;;Diagnosis;N/A;;FALSE;ICD10-BD;T03.3;;SAME-AS;;;;;;;
;Dislocations, sprains, and strains involving other combinations of body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T03.8;;SAME-AS;;;;;;;
;Multiple dislocations, sprains, and strains, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T03.9;;SAME-AS;;;;;;;
;Crushing injuries involving multiple body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T04;;SAME-AS;;;;;;;
;Crushing injuries involving thorax with abdomen, lower back, and pelvis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T04.1;;SAME-AS;;;;;;;
;Crushing injuries involving multiple regions of upper limb(s);;;;Diagnosis;N/A;;FALSE;ICD10-BD;T04.2;;SAME-AS;;;;;;;
;Crushing injuries involving multiple regions of lower limb(s);;;;Diagnosis;N/A;;FALSE;ICD10-BD;T04.3;;SAME-AS;;;;;;;
;Crushing injuries involving other combinations of body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T04.8;;SAME-AS;;;;;;;
;Multiple crushing injuries, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T04.9;;SAME-AS;;;;;;;
;Traumatic amputations involving multiple body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T05;;SAME-AS;;;;;;;
;Traumatic amputation of both hands;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T05.0;;SAME-AS;;;;;;;
;Traumatic amputation of both arms [any level];;;;Diagnosis;N/A;;FALSE;ICD10-BD;T05.2;;SAME-AS;;;;;;;
;Traumatic amputation of both feet;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T05.3;;SAME-AS;;;;;;;
;Traumatic amputation of both legs [any level];;;;Diagnosis;N/A;;FALSE;ICD10-BD;T05.5;;SAME-AS;;;;;;;
;Traumatic amputations involving other combinations of body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T05.8;;SAME-AS;;;;;;;
;Multiple traumatic amputations, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T05.9;;SAME-AS;;;;;;;
;Other injuries involving multiple body regions, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T06;;SAME-AS;;;;;;;
;Injuries of nerves involving multiple body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T06.2;;SAME-AS;;;;;;;
;Injuries of blood vessels involving multiple body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T06.3;;SAME-AS;;;;;;;
;Injuries of muscles and tendons involving multiple body regions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T06.4;;SAME-AS;;;;;;;
;Injuries of intrathoracic organs with intra-abdominal and pelvic organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T06.5;;SAME-AS;;;;;;;
;Unspecified multiple injuries;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T07;;SAME-AS;;;;;;;
;Fracture of spine, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T08;;SAME-AS;;;;;;;
;Other injuries of spine and trunk, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09;;SAME-AS;;;;;;;
;Superficial injury of trunk, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.0;;SAME-AS;;;;;;;
;Open wound of trunk, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.1;;SAME-AS;;;;;;;
;Dislocation, sprain, and strain of unspecified joint and ligament of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.2;;SAME-AS;;;;;;;
;Injury of spinal cord, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.3;;SAME-AS;;;;;;;
;Injury of unspecified nerve, spinal nerve root, and plexus of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.4;;SAME-AS;;;;;;;
;Injury of unspecified muscle and tendon of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.5;;SAME-AS;;;;;;;
;Traumatic amputation of trunk, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.6;;SAME-AS;;;;;;;
;Other specified injuries of trunk, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.8;;SAME-AS;;;;;;;
;Unspecified injury of trunk, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T09.9;;SAME-AS;;;;;;;
;Fracture of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T10;;SAME-AS;;;;;;;
;Other injuries of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11;;SAME-AS;;;;;;;
;Superficial injury of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.0;;SAME-AS;;;;;;;
;Open wound of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.1;;SAME-AS;;;;;;;
;Dislocation, sprain, and strain of unspecified joint and ligament of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.2;;SAME-AS;;;;;;;
;Injury of unspecified nerve of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.3;;SAME-AS;;;;;;;
;Injury of unspecified blood vessel of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.4;;SAME-AS;;;;;;;
;Injury of unspecified muscle and tendon of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.5;;SAME-AS;;;;;;;
;Traumatic amputation of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.6;;SAME-AS;;;;;;;
;Other specified injuries of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.8;;SAME-AS;;;;;;;
;Unspecified injury of upper limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T11.9;;SAME-AS;;;;;;;
;Fracture of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T12;;SAME-AS;;;;;;;
;Other injuries of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13;;SAME-AS;;;;;;;
;Superficial injury of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.0;;SAME-AS;;;;;;;
;Open wound of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.1;;SAME-AS;;;;;;;
;Dislocation, sprain, and strain of unspecified joint and ligament of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.2;;SAME-AS;;;;;;;
;Injury of unspecified nerve of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.3;;SAME-AS;;;;;;;
;Injury of unspecified blood vessel of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.4;;SAME-AS;;;;;;;
;Injury of unspecified muscle and tendon of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.5;;SAME-AS;;;;;;;
;Traumatic amputation of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.6;;SAME-AS;;;;;;;
;Other specified injuries of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.8;;SAME-AS;;;;;;;
;Unspecified injury of lower limb, level unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T13.9;;SAME-AS;;;;;;;
;Injury of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14;;SAME-AS;;;;;;;
;Superficial injury of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.0;;SAME-AS;;;;;;;
;Open wound of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.1;;SAME-AS;;;;;;;
;Fracture of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.2;;SAME-AS;;;;;;;
;Dislocation, sprain, and strain of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.3;;SAME-AS;;;;;;;
;Injury of nerve(s) of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.4;;SAME-AS;;;;;;;
;Injury of blood vessel(s) of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.5;;SAME-AS;;;;;;;
;Injury of tendons and muscles of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.6;;SAME-AS;;;;;;;
;Crushing injury and traumatic amputation of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.7;;SAME-AS;;;;;;;
;Other injuries of unspecified body region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.8;;SAME-AS;;;;;;;
;Injury, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T14.9;;SAME-AS;;;;;;;
;Foreign body on external eye;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T15;;SAME-AS;;;;;;;
;Foreign body in cornea;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T15.0;;SAME-AS;;;;;;;
;Foreign body in conjunctival sac;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T15.1;;SAME-AS;;;;;;;
;Foreign body in other and multiple parts of external eye;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T15.8;;SAME-AS;;;;;;;
;Foreign body on external eye, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T15.9;;SAME-AS;;;;;;;
;Foreign body in ear;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T16;;SAME-AS;;;;;;;
;Foreign body in respiratory tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17;;SAME-AS;;;;;;;
;Foreign body in nasal sinus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.0;;SAME-AS;;;;;;;
;Foreign body in nostril;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.1;;SAME-AS;;;;;;;
;Foreign body in pharynx;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.2;;SAME-AS;;;;;;;
;Foreign body in larynx;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.3;;SAME-AS;;;;;;;
;Foreign body in trachea;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.4;;SAME-AS;;;;;;;
;Foreign body in bronchus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.5;;SAME-AS;;;;;;;
;Foreign body in other and multiple parts of respiratory tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.8;;SAME-AS;;;;;;;
;Foreign body in respiratory tract, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T17.9;;SAME-AS;;;;;;;
;Foreign body in alimentary tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18;;SAME-AS;;;;;;;
;Foreign body in mouth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.0;;SAME-AS;;;;;;;
;Foreign body in esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.1;;SAME-AS;;;;;;;
;Foreign body in stomach;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.2;;SAME-AS;;;;;;;
;Foreign body in small intestine;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.3;;SAME-AS;;;;;;;
;Foreign body in colon;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.4;;SAME-AS;;;;;;;
;Foreign body in anus and rectum;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.5;;SAME-AS;;;;;;;
;Foreign body in other and multiple parts of alimentary tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.8;;SAME-AS;;;;;;;
;Foreign body in alimentary tract, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T18.9;;SAME-AS;;;;;;;
;Foreign body in genitourinary tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T19;;SAME-AS;;;;;;;
;Foreign body in urethra;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T19.0;;SAME-AS;;;;;;;
;Foreign body in bladder;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T19.1;;SAME-AS;;;;;;;
;Foreign body in vulva and vagina;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T19.2;;SAME-AS;;;;;;;
;Foreign body in uterus [any part];;;;Diagnosis;N/A;;FALSE;ICD10-BD;T19.3;;SAME-AS;;;;;;;
;Foreign body in other and multiple parts of genitourinary tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T19.8;;SAME-AS;;;;;;;
;Foreign body in genitourinary tract, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T19.9;;SAME-AS;;;;;;;
;Burn and corrosion of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20;;SAME-AS;;;;;;;
;Burn of unspecified degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.0;;SAME-AS;;;;;;;
;Burn of first degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.1;;SAME-AS;;;;;;;
;Burn of second degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.2;;SAME-AS;;;;;;;
;Burn of third degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.3;;SAME-AS;;;;;;;
;Corrosion of unspecified degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.4;;SAME-AS;;;;;;;
;Corrosion of first degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.5;;SAME-AS;;;;;;;
;Corrosion of second degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.6;;SAME-AS;;;;;;;
;Corrosion of third degree of head and neck;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T20.7;;SAME-AS;;;;;;;
;Burn and corrosion of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21;;SAME-AS;;;;;;;
;Burn of unspecified degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.0;;SAME-AS;;;;;;;
;Burn of first degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.1;;SAME-AS;;;;;;;
;Burn of second degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.2;;SAME-AS;;;;;;;
;Burn of third degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.3;;SAME-AS;;;;;;;
;Corrosion of unspecified degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.4;;SAME-AS;;;;;;;
;Corrosion of first degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.5;;SAME-AS;;;;;;;
;Corrosion of second degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.6;;SAME-AS;;;;;;;
;Corrosion of third degree of trunk;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T21.7;;SAME-AS;;;;;;;
;Burn and corrosion of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22;;SAME-AS;;;;;;;
;Burn of unspecified degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.0;;SAME-AS;;;;;;;
;Burn of first degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.1;;SAME-AS;;;;;;;
;Burn of second degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.2;;SAME-AS;;;;;;;
;Burn of third degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.3;;SAME-AS;;;;;;;
;Corrosion of unspecified degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.4;;SAME-AS;;;;;;;
;Corrosion of first degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.5;;SAME-AS;;;;;;;
;Corrosion of second degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.6;;SAME-AS;;;;;;;
;Corrosion of third degree of shoulder and upper limb except wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T22.7;;SAME-AS;;;;;;;
;Burn and corrosion of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23;;SAME-AS;;;;;;;
;Burn of unspecified degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.0;;SAME-AS;;;;;;;
;Burn of first degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.1;;SAME-AS;;;;;;;
;Burn of second degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.2;;SAME-AS;;;;;;;
;Burn of third degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.3;;SAME-AS;;;;;;;
;Corrosion of unspecified degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.4;;SAME-AS;;;;;;;
;Corrosion of first degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.5;;SAME-AS;;;;;;;
;Corrosion of second degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.6;;SAME-AS;;;;;;;
;Corrosion of third degree of wrist and hand;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T23.7;;SAME-AS;;;;;;;
;Burn and corrosion of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24;;SAME-AS;;;;;;;
;Burn of unspecified degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.0;;SAME-AS;;;;;;;
;Burn of first degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.1;;SAME-AS;;;;;;;
;Burn of second degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.2;;SAME-AS;;;;;;;
;Burn of third degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.3;;SAME-AS;;;;;;;
;Corrosion of unspecified degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.4;;SAME-AS;;;;;;;
;Corrosion of first degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.5;;SAME-AS;;;;;;;
;Corrosion of second degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.6;;SAME-AS;;;;;;;
;Corrosion of third degree of hip and lower limb except ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T24.7;;SAME-AS;;;;;;;
;Burn and corrosion of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25;;SAME-AS;;;;;;;
;Burn of unspecified degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.0;;SAME-AS;;;;;;;
;Burn of first degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.1;;SAME-AS;;;;;;;
;Burn of second degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.2;;SAME-AS;;;;;;;
;Burn of third degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.3;;SAME-AS;;;;;;;
;Corrosion of unspecified degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.4;;SAME-AS;;;;;;;
;Corrosion of first degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.5;;SAME-AS;;;;;;;
;Corrosion of second degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.6;;SAME-AS;;;;;;;
;Corrosion of third degree of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T25.7;;SAME-AS;;;;;;;
;Burn and corrosion confined to eye and adnexa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26;;SAME-AS;;;;;;;
;Burn of eyelid and periocular area;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.0;;SAME-AS;;;;;;;
;Burn of cornea and conjunctival sac;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.1;;SAME-AS;;;;;;;
;Burn with resulting rupture and destruction of eyeball;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.2;;SAME-AS;;;;;;;
;Burn of other parts of eye and adnexa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.3;;SAME-AS;;;;;;;
;Burn of eye and adnexa, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.4;;SAME-AS;;;;;;;
;Corrosion of eyelid and periocular area;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.5;;SAME-AS;;;;;;;
;Corrosion of cornea and conjunctival sac;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.6;;SAME-AS;;;;;;;
;Corrosion with resulting rupture and destruction of eyeball;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.7;;SAME-AS;;;;;;;
;Corrosion of other parts of eye and adnexa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.8;;SAME-AS;;;;;;;
;Corrosion of eye and adnexa, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T26.9;;SAME-AS;;;;;;;
;Burn and corrosion of respiratory tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27;;SAME-AS;;;;;;;
;Burn of larynx and trachea;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.0;;SAME-AS;;;;;;;
;Burn involving larynx and trachea with lung;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.1;;SAME-AS;;;;;;;
;Burn of other parts of respiratory tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.2;;SAME-AS;;;;;;;
;Burn of respiratory tract, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.3;;SAME-AS;;;;;;;
;Corrosion of larynx and trachea;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.4;;SAME-AS;;;;;;;
;Corrosion involving larynx and trachea with lung;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.5;;SAME-AS;;;;;;;
;Corrosion of other parts of respiratory tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.6;;SAME-AS;;;;;;;
;Corrosion of respiratory tract, part unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T27.7;;SAME-AS;;;;;;;
;Burn and corrosion of other internal organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28;;SAME-AS;;;;;;;
;Burn of mouth and pharynx;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.0;;SAME-AS;;;;;;;
;Burn of esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.1;;SAME-AS;;;;;;;
;Burn of other parts of alimentary tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.2;;SAME-AS;;;;;;;
;Burn of internal genitourinary organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.3;;SAME-AS;;;;;;;
;Burn of other and unspecified internal organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.4;;SAME-AS;;;;;;;
;Corrosion of mouth and pharynx;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.5;;SAME-AS;;;;;;;
;Corrosion of esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.6;;SAME-AS;;;;;;;
;Corrosion of other parts of alimentary tract;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.7;;SAME-AS;;;;;;;
;Corrosion of internal genitourinary organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.8;;SAME-AS;;;;;;;
;Corrosion of other and unspecified internal organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T28.9;;SAME-AS;;;;;;;
;Burn and corrosion, body region unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T30;;SAME-AS;;;;;;;
;Burn of unspecified body region, unspecified degree;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T30.0;;SAME-AS;;;;;;;
;Burn of first degree, body region unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T30.1;;SAME-AS;;;;;;;
;Burn of second degree, body region unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T30.2;;SAME-AS;;;;;;;
;Burn of third degree, body region unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;T30.3;;SAME-AS;;;;;;;
