uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Kaschin-Beck disease;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M12.1;;SAME-AS;;;;;;;
;Villonodular synovitis (pigmented);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M12.2;;SAME-AS;;;;;;;
;Palindromic rheumatism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M12.3;;SAME-AS;;;;;;;
;Intermittent hydrarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M12.4;;SAME-AS;;;;;;;
;Traumatic arthropathy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M12.5;;SAME-AS;;;;;;;
;Other specific arthropathies, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M12.8;;SAME-AS;;;;;;;
;Other arthritis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M13;;SAME-AS;;;;;;;
;Polyarthritis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M13.0;;SAME-AS;;;;;;;
;Monoarthritis, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M13.1;;SAME-AS;;;;;;;
;Other specified arthritis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M13.8;;SAME-AS;;;;;;;
;Arthritis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M13.9;;SAME-AS;;;;;;;
;Polyarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15;;SAME-AS;;;;;;;
;Primary generalized (osteo)arthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15.0;;SAME-AS;;;;;;;
;Heberden's nodes (with arthropathy);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15.1;;SAME-AS;;;;;;;
;Bouchard's nodes (with arthropathy);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15.2;;SAME-AS;;;;;;;
;Secondary multiple arthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15.3;;SAME-AS;;;;;;;
;Erosive (osteo)arthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15.4;;SAME-AS;;;;;;;
;Other polyarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15.8;;SAME-AS;;;;;;;
;Polyarthrosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M15.9;;SAME-AS;;;;;;;
;Coxarthrosis [arthrosis of hip];;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16;;SAME-AS;;;;;;;
;Primary coxarthrosis, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.0;;SAME-AS;;;;;;;
;Other primary coxarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.1;;SAME-AS;;;;;;;
;Coxarthrosis resulting from dysplasia, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.2;;SAME-AS;;;;;;;
;Other dysplastic coxarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.3;;SAME-AS;;;;;;;
;Posttraumatic coxarthrosis, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.4;;SAME-AS;;;;;;;
;Other posttraumatic coxarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.5;;SAME-AS;;;;;;;
;Other secondary coxarthrosis, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.6;;SAME-AS;;;;;;;
;Other secondary coxarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.7;;SAME-AS;;;;;;;
;Coxarthrosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M16.9;;SAME-AS;;;;;;;
;Gonarthrosis [arthrosis of knee];;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17;;SAME-AS;;;;;;;
;Primary gonarthrosis, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17.0;;SAME-AS;;;;;;;
;Other primary gonarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17.1;;SAME-AS;;;;;;;
;Posttraumatic gonarthrosis, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17.2;;SAME-AS;;;;;;;
;Other posttraumatic gonarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17.3;;SAME-AS;;;;;;;
;Other secondary gonarthrosis, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17.4;;SAME-AS;;;;;;;
;Other secondary gonarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17.5;;SAME-AS;;;;;;;
;Gonarthrosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M17.9;;SAME-AS;;;;;;;
;Arthrosis of first carpometacarpal joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18;;SAME-AS;;;;;;;
;Primary arthrosis of first carpometacarpal joints, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18.0;;SAME-AS;;;;;;;
;Other primary arthrosis of first carpometacarpal joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18.1;;SAME-AS;;;;;;;
;Posttraumatic arthrosis of first carpometacarpal joints, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18.2;;SAME-AS;;;;;;;
;Other posttraumatic arthrosis of first carpometacarpal joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18.3;;SAME-AS;;;;;;;
;Other secondary arthrosis of first carpometacarpal joints, bilateral;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18.4;;SAME-AS;;;;;;;
;Other secondary arthrosis of first carpometacarpal joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18.5;;SAME-AS;;;;;;;
;Arthrosis of first carpometacarpal joint, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M18.9;;SAME-AS;;;;;;;
;Other arthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M19;;SAME-AS;;;;;;;
;Primary arthrosis of other joints;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M19.0;;SAME-AS;;;;;;;
;Posttraumatic arthrosis of other joints;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M19.1;;SAME-AS;;;;;;;
;Secondary arthrosis of other joints;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M19.2;;SAME-AS;;;;;;;
;Other specified arthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M19.8;;SAME-AS;;;;;;;
;Arthrosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M19.9;;SAME-AS;;;;;;;
;Acquired deformities of fingers and toes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20;;SAME-AS;;;;;;;
;Deformity of finger(s);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20.0;;SAME-AS;;;;;;;
;Hallux valgus (acquired);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20.1;;SAME-AS;;;;;;;
;Hallux rigidus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20.2;;SAME-AS;;;;;;;
;Other deformity of hallux (acquired);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20.3;;SAME-AS;;;;;;;
;Other hammer toe(s) (acquired);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20.4;;SAME-AS;;;;;;;
;Other deformities of toe(s) (acquired);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20.5;;SAME-AS;;;;;;;
;Acquired deformity of toe(s), unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M20.6;;SAME-AS;;;;;;;
;Other acquired deformities of limbs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21;;SAME-AS;;;;;;;
;Valgus deformity, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.0;;SAME-AS;;;;;;;
;Varus deformity, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.1;;SAME-AS;;;;;;;
;Flexion deformity;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.2;;SAME-AS;;;;;;;
;Wrist or foot drop (acquired);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.3;;SAME-AS;;;;;;;
;Flat foot [pes planus] (acquired);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.4;;SAME-AS;;;;;;;
;Acquired clawhand, clubhand, clawfoot, and clubfoot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.5;;SAME-AS;;;;;;;
;Other acquired deformities of ankle and foot;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.6;;SAME-AS;;;;;;;
;Unequal limb length (acquired);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.7;;SAME-AS;;;;;;;
;Other specified acquired deformities of limbs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.8;;SAME-AS;;;;;;;
;Acquired deformity of limb, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M21.9;;SAME-AS;;;;;;;
;Disorders of patella;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22;;SAME-AS;;;;;;;
;Recurrent dislocation of patella;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22.0;;SAME-AS;;;;;;;
;Recurrent subluxation of patella;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22.1;;SAME-AS;;;;;;;
;Patellofemoral disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22.2;;SAME-AS;;;;;;;
;Other derangements of patella;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22.3;;SAME-AS;;;;;;;
;Chondromalacia patellae;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22.4;;SAME-AS;;;;;;;
;Other disorders of patella;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22.8;;SAME-AS;;;;;;;
;Disorder of patella, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M22.9;;SAME-AS;;;;;;;
;Internal derangement of knee;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23;;SAME-AS;;;;;;;
;Cystic meniscus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.0;;SAME-AS;;;;;;;
;Discoid meniscus (congenital);;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.1;;SAME-AS;;;;;;;
;Derangement of meniscus due to old tear or injury;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.2;;SAME-AS;;;;;;;
;Other meniscus derangements;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.3;;SAME-AS;;;;;;;
;Loose body in knee;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.4;;SAME-AS;;;;;;;
;Chronic instability of knee;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.5;;SAME-AS;;;;;;;
;Other spontaneous disruption of ligament(s) of knee;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.6;;SAME-AS;;;;;;;
;Other internal derangements of knee;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.8;;SAME-AS;;;;;;;
;Internal derangement of knee, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M23.9;;SAME-AS;;;;;;;
;Other specific joint derangements;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24;;SAME-AS;;;;;;;
;Loose body in joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.0;;SAME-AS;;;;;;;
;Other articular cartilage disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.1;;SAME-AS;;;;;;;
;Disorder of ligament;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.2;;SAME-AS;;;;;;;
;Pathological dislocation and subluxation of joint, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.3;;SAME-AS;;;;;;;
;Recurrent dislocation and subluxation of joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.4;;SAME-AS;;;;;;;
;Contracture of joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.5;;SAME-AS;;;;;;;
;Ankylosis of joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.6;;SAME-AS;;;;;;;
;Protrusio acetabuli;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.7;;SAME-AS;;;;;;;
;Other specific joint derangements, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.8;;SAME-AS;;;;;;;
;Joint derangement, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M24.9;;SAME-AS;;;;;;;
;Other joint disorders, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25;;SAME-AS;;;;;;;
;Hemarthrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.0;;SAME-AS;;;;;;;
;Fistula of joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.1;;SAME-AS;;;;;;;
;Flail joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.2;;SAME-AS;;;;;;;
;Other instability of joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.3;;SAME-AS;;;;;;;
;Effusion of joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.4;;SAME-AS;;;;;;;
;Pain in joint;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.5;;SAME-AS;;;;;;;
;Stiffness of joint, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.6;;SAME-AS;;;;;;;
;Osteophyte;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.7;;SAME-AS;;;;;;;
;Other specified joint disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.8;;SAME-AS;;;;;;;
;Joint disorder, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M25.9;;SAME-AS;;;;;;;
;Polyarteritis nodosa and related conditions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M30;;SAME-AS;;;;;;;
;Polyarteritis nodosa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M30.0;;SAME-AS;;;;;;;
;Polyarteritis with lung involvement [Churg-Strauss];;;;Diagnosis;N/A;;FALSE;ICD10-BD;M30.1;;SAME-AS;;;;;;;
;Juvenile polyarteritis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M30.2;;SAME-AS;;;;;;;
;Mucocutaneous lymph node syndrome [Kawasaki];;;;Diagnosis;N/A;;FALSE;ICD10-BD;M30.3;;SAME-AS;;;;;;;
;Other conditions related to polyarteritis nodosa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M30.8;;SAME-AS;;;;;;;
;Other necrotizing vasculopathies;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31;;SAME-AS;;;;;;;
;Hypersensitivity angiitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.0;;SAME-AS;;;;;;;
;Thrombotic microangiopathy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.1;;SAME-AS;;;;;;;
;Lethal midline granuloma;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.2;;SAME-AS;;;;;;;
;Wegener's granulomatosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.3;;SAME-AS;;;;;;;
;Aortic arch syndrome [Takayasu];;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.4;;SAME-AS;;;;;;;
;Giant cell arteritis with polymyalgia rheumatica;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.5;;SAME-AS;;;;;;;
;Other giant cell arteritis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.6;;SAME-AS;;;;;;;
;Microscopic polyangiitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.7;;SAME-AS;;;;;;;
;Other specified necrotizing vasculopathies;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.8;;SAME-AS;;;;;;;
;Necrotizing vasculopathy, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M31.9;;SAME-AS;;;;;;;
;Systemic lupus erythematosus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M32;;SAME-AS;;;;;;;
;Drug-induced systemic lupus erythematosus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M32.0;;SAME-AS;;;;;;;
;Systemic lupus erythematosus with organ or system involvement;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M32.1;;SAME-AS;;;;;;;
;Other forms of systemic lupus erythematosus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M32.8;;SAME-AS;;;;;;;
;Systemic lupus erythematosus, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M32.9;;SAME-AS;;;;;;;
;Dermatopolymyositis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M33;;SAME-AS;;;;;;;
;Juvenile dermatomyositis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M33.0;;SAME-AS;;;;;;;
;Other dermatomyositis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M33.1;;SAME-AS;;;;;;;
;Polymyositis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M33.2;;SAME-AS;;;;;;;
;Dermatopolymyositis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M33.9;;SAME-AS;;;;;;;
;Systemic sclerosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M34;;SAME-AS;;;;;;;
;Progressive systemic sclerosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M34.0;;SAME-AS;;;;;;;
;CR(E)ST syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M34.1;;SAME-AS;;;;;;;
;Systemic sclerosis induced by drugs and chemicals;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M34.2;;SAME-AS;;;;;;;
;Other forms of systemic sclerosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M34.8;;SAME-AS;;;;;;;
;Systemic sclerosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M34.9;;SAME-AS;;;;;;;
;Other systemic involvement of connective tissue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35;;SAME-AS;;;;;;;
;Sicca syndrome [Sjögren];;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.0;;SAME-AS;;;;;;;
;Other overlap syndromes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.1;;SAME-AS;;;;;;;
;Behçet's disease;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.2;;SAME-AS;;;;;;;
;Polymyalgia rheumatica;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.3;;SAME-AS;;;;;;;
;Diffuse (eosinophilic) fasciitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.4;;SAME-AS;;;;;;;
;Multifocal fibrosclerosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.5;;SAME-AS;;;;;;;
;Relapsing panniculitis [Weber-Christian];;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.6;;SAME-AS;;;;;;;
;Hypermobility syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.7;;SAME-AS;;;;;;;
;Other specified systemic involvement of connective tissue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.8;;SAME-AS;;;;;;;
;Systemic involvement of connective tissue, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M35.9;;SAME-AS;;;;;;;
;Kyphosis and lordosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M40;;SAME-AS;;;;;;;
;Postural kyphosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M40.0;;SAME-AS;;;;;;;
;Other secondary kyphosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M40.1;;SAME-AS;;;;;;;
;Other and unspecified kyphosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M40.2;;SAME-AS;;;;;;;
;Flatback syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M40.3;;SAME-AS;;;;;;;
;Other lordosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M40.4;;SAME-AS;;;;;;;
;Lordosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M40.5;;SAME-AS;;;;;;;
;Scoliosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M41;;SAME-AS;;;;;;;
;Infantile idiopathic scoliosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M41.0;;SAME-AS;;;;;;;
;Juvenile idiopathic scoliosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M41.1;;SAME-AS;;;;;;;
;Other idiopathic scoliosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M41.2;;SAME-AS;;;;;;;
;Thoracogenic scoliosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M41.3;;SAME-AS;;;;;;;
;Neuromuscular scoliosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M41.4;;SAME-AS;;;;;;;
;Other secondary scoliosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;M41.5;;SAME-AS;;;;;;;
