uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Enteritis due to Yersinia enterocolitica;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A04.6;;SAME-AS;;;;;;;
;Enterocolitis due to Clostridium difficile;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A04.7;;SAME-AS;;;;;;;
;Other specified bacterial intestinal infections;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A04.8;;SAME-AS;;;;;;;
;Bacterial intestinal infection, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A04.9;;SAME-AS;;;;;;;
;Other bacterial foodborne intoxications, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05;;SAME-AS;;;;;;;
;Foodborne staphylococcal intoxication;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05.0;;SAME-AS;;;;;;;
;Botulism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05.1;;SAME-AS;;;;;;;
;Foodborne Clostridium perfringens [Clostridium welchii] intoxication;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05.2;;SAME-AS;;;;;;;
;Foodborne Vibrio parahemolyticus intoxication;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05.3;;SAME-AS;;;;;;;
;Foodborne Bacillus cereus intoxication;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05.4;;SAME-AS;;;;;;;
;Other specified bacterial foodborne intoxications;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05.8;;SAME-AS;;;;;;;
;Bacterial foodborne intoxication, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A05.9;;SAME-AS;;;;;;;
;Amebiasis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06;;SAME-AS;;;;;;;
;Acute amebic dysentery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.0;;SAME-AS;;;;;;;
;Chronic intestinal amebiasis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.1;;SAME-AS;;;;;;;
;Amebic nondysenteric colitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.2;;SAME-AS;;;;;;;
;Ameboma of intestine;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.3;;SAME-AS;;;;;;;
;Amebic liver abscess;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.4;;SAME-AS;;;;;;;
;Amebic lung abscess;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.5;;SAME-AS;;;;;;;
;Amebic brain abscess;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.6;;SAME-AS;;;;;;;
;Cutaneous amebiasis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.7;;SAME-AS;;;;;;;
;Amebic infection of other sites;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.8;;SAME-AS;;;;;;;
;Amebiasis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A06.9;;SAME-AS;;;;;;;
;Other protozoal intestinal diseases;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A07;;SAME-AS;;;;;;;
;Balantidiasis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A07.0;;SAME-AS;;;;;;;
;Giardiasis [lambliasis];;;;Diagnosis;N/A;;FALSE;ICD10-BD;A07.1;;SAME-AS;;;;;;;
;Cryptosporidiosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A07.2;;SAME-AS;;;;;;;
;Isosporiasis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A07.3;;SAME-AS;;;;;;;
;Other specified protozoal intestinal diseases;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A07.8;;SAME-AS;;;;;;;
;Protozoal intestinal disease, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A07.9;;SAME-AS;;;;;;;
;Viral and other specified intestinal infections;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A08;;SAME-AS;;;;;;;
;Rotaviral enteritis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A08.0;;SAME-AS;;;;;;;
;Acute gastroenteropathy due to Norwalk agent;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A08.1;;SAME-AS;;;;;;;
;Adenoviral enteritis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A08.2;;SAME-AS;;;;;;;
;Other viral enteritis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A08.3;;SAME-AS;;;;;;;
;Viral intestinal infection, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A08.4;;SAME-AS;;;;;;;
;Other specified intestinal infections;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A08.5;;SAME-AS;;;;;;;
;Diarrhea and gastroenteritis of infectious origin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A09;;SAME-AS;;;;;;;
;Other and unspecified gastroenteritis and colitis of infectious origin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A09.0;;SAME-AS;;;;;;;
;Gastroenteritis and colitis of unspecified origin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A09.9;;SAME-AS;;;;;;;
;Respiratory tuberculosis, not confirmed bacteriologically or histologically;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16;;SAME-AS;;;;;;;
;Tuberculosis of lung, without mention of bacteriological or histological confirmation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16.2;;SAME-AS;;;;;;;
;Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16.3;;SAME-AS;;;;;;;
;Tuberculosis of larynx, trachea, and bronchus, without mention of bacteriological or histological confirmation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16.4;;SAME-AS;;;;;;;
;Tuberculous pleurisy, without mention of bacteriological or histological confirmation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16.5;;SAME-AS;;;;;;;
;Primary respiratory tuberculosis without mention of bacteriological or histological confirmation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16.7;;SAME-AS;;;;;;;
;Other respiratory tuberculosis, without mention of bacteriological or histological confirmation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16.8;;SAME-AS;;;;;;;
;Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A16.9;;SAME-AS;;;;;;;
;Tuberculosis of nervous system;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A17;;SAME-AS;;;;;;;
;Tuberculous meningitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A17.0;;SAME-AS;;;;;;;
;Meningeal tuberculoma;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A17.1;;SAME-AS;;;;;;;
;Other tuberculosis of nervous system;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A17.8;;SAME-AS;;;;;;;
;Tuberculosis of nervous system, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A17.9;;SAME-AS;;;;;;;
;Tuberculosis of other organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18;;SAME-AS;;;;;;;
;Tuberculosis of bones and joints;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.0;;SAME-AS;;;;;;;
;Tuberculosis of genitourinary system;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.1;;SAME-AS;;;;;;;
;Tuberculous peripheral lymphadenopathy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.2;;SAME-AS;;;;;;;
;Tuberculosis of intestines, peritoneum, and mesenteric glands;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.3;;SAME-AS;;;;;;;
;Tuberculosis of skin and subcutaneous tissue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.4;;SAME-AS;;;;;;;
;Tuberculosis of eye;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.5;;SAME-AS;;;;;;;
;Tuberculosis of ear;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.6;;SAME-AS;;;;;;;
;Tuberculosis of adrenal glands;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.7;;SAME-AS;;;;;;;
;Tuberculosis of other specified organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A18.8;;SAME-AS;;;;;;;
;Miliary tuberculosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A19;;SAME-AS;;;;;;;
;Acute miliary tuberculosis of a single specified site;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A19.0;;SAME-AS;;;;;;;
;Acute miliary tuberculosis of multiple sites;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A19.1;;SAME-AS;;;;;;;
;Acute miliary tuberculosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A19.2;;SAME-AS;;;;;;;
;Other miliary tuberculosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A19.8;;SAME-AS;;;;;;;
;Miliary tuberculosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A19.9;;SAME-AS;;;;;;;
;Plague;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20;;SAME-AS;;;;;;;
;Bubonic plague;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20.0;;SAME-AS;;;;;;;
;Cellulocutaneous plague;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20.1;;SAME-AS;;;;;;;
;Pneumonic plague;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20.2;;SAME-AS;;;;;;;
;Plague meningitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20.3;;SAME-AS;;;;;;;
;Septicemic plague;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20.7;;SAME-AS;;;;;;;
;Other forms of plague;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20.8;;SAME-AS;;;;;;;
;Plague, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A20.9;;SAME-AS;;;;;;;
;Tularemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21;;SAME-AS;;;;;;;
;Ulceroglandular tularemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21.0;;SAME-AS;;;;;;;
;Oculoglandular tularemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21.1;;SAME-AS;;;;;;;
;Pulmonary tularemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21.2;;SAME-AS;;;;;;;
;Gastrointestinal tularemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21.3;;SAME-AS;;;;;;;
;Generalized tularemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21.7;;SAME-AS;;;;;;;
;Other forms of tularemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21.8;;SAME-AS;;;;;;;
;Tularemia, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A21.9;;SAME-AS;;;;;;;
;Anthrax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A22;;SAME-AS;;;;;;;
;Cutaneous anthrax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A22.0;;SAME-AS;;;;;;;
;Pulmonary anthrax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A22.1;;SAME-AS;;;;;;;
;Gastrointestinal anthrax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A22.2;;SAME-AS;;;;;;;
;Anthrax septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A22.7;;SAME-AS;;;;;;;
;Other forms of anthrax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A22.8;;SAME-AS;;;;;;;
;Anthrax, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A22.9;;SAME-AS;;;;;;;
;Brucellosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A23;;SAME-AS;;;;;;;
;Brucellosis due to Brucella melitensis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A23.0;;SAME-AS;;;;;;;
;Brucellosis due to Brucella abortus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A23.1;;SAME-AS;;;;;;;
;Brucellosis due to Brucella suis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A23.2;;SAME-AS;;;;;;;
;Brucellosis due to Brucella canis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A23.3;;SAME-AS;;;;;;;
;Other brucellosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A23.8;;SAME-AS;;;;;;;
;Brucellosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A23.9;;SAME-AS;;;;;;;
;Glanders and melioidosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A24;;SAME-AS;;;;;;;
;Glanders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A24.0;;SAME-AS;;;;;;;
;Acute and fulminating melioidosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A24.1;;SAME-AS;;;;;;;
;Subacute and chronic melioidosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A24.2;;SAME-AS;;;;;;;
;Other melioidosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A24.3;;SAME-AS;;;;;;;
;Melioidosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A24.4;;SAME-AS;;;;;;;
;Rat-bite fevers;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A25;;SAME-AS;;;;;;;
;Spirillosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A25.0;;SAME-AS;;;;;;;
;Streptobacillosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A25.1;;SAME-AS;;;;;;;
;Rat-bite fever, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A25.9;;SAME-AS;;;;;;;
;Erysipeloid;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A26;;SAME-AS;;;;;;;
;Cutaneous erysipeloid;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A26.0;;SAME-AS;;;;;;;
;Erysipelothrix septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A26.7;;SAME-AS;;;;;;;
;Other forms of erysipeloid;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A26.8;;SAME-AS;;;;;;;
;Erysipeloid, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A26.9;;SAME-AS;;;;;;;
;Leptospirosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A27;;SAME-AS;;;;;;;
;Leptospirosis icterohemorrhagica;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A27.0;;SAME-AS;;;;;;;
;Other forms of leptospirosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A27.8;;SAME-AS;;;;;;;
;Leptospirosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A27.9;;SAME-AS;;;;;;;
;Other zoonotic bacterial diseases, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A28;;SAME-AS;;;;;;;
;Pasteurellosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A28.0;;SAME-AS;;;;;;;
;Cat-scratch disease;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A28.1;;SAME-AS;;;;;;;
;Extraintestinal yersiniosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A28.2;;SAME-AS;;;;;;;
;Other specified zoonotic bacterial diseases, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A28.8;;SAME-AS;;;;;;;
;Zoonotic bacterial disease, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A28.9;;SAME-AS;;;;;;;
;Leprosy [Hansen's disease];;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30;;SAME-AS;;;;;;;
;Indeterminate leprosy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.0;;SAME-AS;;;;;;;
;Tuberculoid leprosy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.1;;SAME-AS;;;;;;;
;Borderline tuberculoid leprosy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.2;;SAME-AS;;;;;;;
;Borderline leprosy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.3;;SAME-AS;;;;;;;
;Borderline lepromatous leprosy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.4;;SAME-AS;;;;;;;
;Lepromatous leprosy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.5;;SAME-AS;;;;;;;
;Other forms of leprosy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.8;;SAME-AS;;;;;;;
;Leprosy, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A30.9;;SAME-AS;;;;;;;
;Infection due to other mycobacteria;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A31;;SAME-AS;;;;;;;
;Pulmonary mycobacterial infection;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A31.0;;SAME-AS;;;;;;;
;Cutaneous mycobacterial infection;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A31.1;;SAME-AS;;;;;;;
;Other mycobacterial infections;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A31.8;;SAME-AS;;;;;;;
;Mycobacterial infection, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A31.9;;SAME-AS;;;;;;;
;Listeriosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A32;;SAME-AS;;;;;;;
;Cutaneous listeriosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A32.0;;SAME-AS;;;;;;;
;Listerial meningitis and meningoencephalitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A32.1;;SAME-AS;;;;;;;
;Listerial septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A32.7;;SAME-AS;;;;;;;
;Other forms of listeriosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A32.8;;SAME-AS;;;;;;;
;Listeriosis, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A32.9;;SAME-AS;;;;;;;
;Tetanus neonatorum;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A33;;SAME-AS;;;;;;;
;Obstetrical tetanus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A34;;SAME-AS;;;;;;;
;Other tetanus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A35;;SAME-AS;;;;;;;
;Diphtheria;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A36;;SAME-AS;;;;;;;
;Pharyngeal diphtheria;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A36.0;;SAME-AS;;;;;;;
;Nasopharyngeal diphtheria;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A36.1;;SAME-AS;;;;;;;
;Laryngeal diphtheria;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A36.2;;SAME-AS;;;;;;;
;Cutaneous diphtheria;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A36.3;;SAME-AS;;;;;;;
;Other diphtheria;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A36.8;;SAME-AS;;;;;;;
;Diphtheria, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A36.9;;SAME-AS;;;;;;;
;Whooping cough;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A37;;SAME-AS;;;;;;;
;Whooping cough due to Bordetella pertussis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A37.0;;SAME-AS;;;;;;;
;Whooping cough due to Bordetella parapertussis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A37.1;;SAME-AS;;;;;;;
;Whooping cough due to other Bordetella species;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A37.8;;SAME-AS;;;;;;;
;Whooping cough, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A37.9;;SAME-AS;;;;;;;
;Scarlet fever;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A38;;SAME-AS;;;;;;;
;Meningococcal infection;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39;;SAME-AS;;;;;;;
;Meningococcal meningitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.0;;SAME-AS;;;;;;;
;Waterhouse-Friderichsen syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.1;;SAME-AS;;;;;;;
;Acute meningococcemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.2;;SAME-AS;;;;;;;
;Chronic meningococcemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.3;;SAME-AS;;;;;;;
;Meningococcemia, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.4;;SAME-AS;;;;;;;
;Meningococcal heart disease;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.5;;SAME-AS;;;;;;;
;Other meningococcal infections;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.8;;SAME-AS;;;;;;;
;Meningococcal infection, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A39.9;;SAME-AS;;;;;;;
;Streptococcal septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A40;;SAME-AS;;;;;;;
;Septicemia due to streptococcus, group A;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A40.0;;SAME-AS;;;;;;;
;Septicemia due to streptococcus, group B;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A40.1;;SAME-AS;;;;;;;
;Septicemia due to streptococcus, group D;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A40.2;;SAME-AS;;;;;;;
;Septicemia due to Streptococcus pneumoniae;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A40.3;;SAME-AS;;;;;;;
;Other streptococcal septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A40.8;;SAME-AS;;;;;;;
;Streptococcal septicemia, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A40.9;;SAME-AS;;;;;;;
;Other septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41;;SAME-AS;;;;;;;
;Septicemia due to Staphylococcus aureus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.0;;SAME-AS;;;;;;;
;Septicemia due to other specified staphylococcus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.1;;SAME-AS;;;;;;;
;Septicemia due to unspecified staphylococcus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.2;;SAME-AS;;;;;;;
;Septicemia due to Hemophilus influenzae;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.3;;SAME-AS;;;;;;;
;Septicemia due to anaerobes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.4;;SAME-AS;;;;;;;
;Septicemia due to other Gram-negative organisms;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.5;;SAME-AS;;;;;;;
;Other specified septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.8;;SAME-AS;;;;;;;
;Septicemia, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A41.9;;SAME-AS;;;;;;;
;Actinomycosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A42;;SAME-AS;;;;;;;
;Pulmonary actinomycosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A42.0;;SAME-AS;;;;;;;
;Abdominal actinomycosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A42.1;;SAME-AS;;;;;;;
;Cervicofacial actinomycosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A42.2;;SAME-AS;;;;;;;
;Actinomycotic septicemia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;A42.7;;SAME-AS;;;;;;;
